,n,win,totalret,maxret,mdd
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.25_-0.5",229.0,102.0,-65.02999999999996,3.100000000000006,-96.51000000000006
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.25_-1",229.0,118.0,-123.65000000000003,13.710000000000012,-165.15000000000003
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.25_-2",229.0,118.0,-123.65000000000003,13.710000000000012,-165.15000000000003
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.25_-3",229.0,118.0,-123.65000000000003,13.710000000000012,-165.15000000000003
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.5_-0.5",229.0,84.0,-15.129999999999995,43.37000000000002,-92.03999999999999
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.5_-1",229.0,99.0,-90.70999999999998,51.86,-177.06
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.5_-2",229.0,99.0,-90.70999999999998,51.86,-177.06
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_0.5_-3",229.0,99.0,-90.70999999999998,51.86,-177.06
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_1_-0.5",229.0,60.0,-38.329999999999984,39.00999999999999,-110.3
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_1_-1",229.0,73.0,-160.24999999999994,41.64999999999999,-218.7600000000001
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_1_-2",229.0,73.0,-160.24999999999994,41.64999999999999,-218.7600000000001
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_1_-3",229.0,73.0,-160.24999999999994,41.64999999999999,-218.7600000000001
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-0.5",229.0,40.0,-194.74999999999991,14.49000000000002,-213.19000000000008
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-1",229.0,54.0,-314.03000000000014,18.71000000000008,-338.2900000000003
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-2",229.0,54.0,-314.03000000000014,18.71000000000008,-338.2900000000003
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-3",229.0,54.0,-314.03000000000014,18.71000000000008,-338.2900000000003
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-0.5",229.0,28.0,-350.9900000000002,0.0,-370.2999999999998
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-1",229.0,40.0,-504.8399999999999,4.720000000000159,-529.1500000000005
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-2",229.0,40.0,-504.8399999999999,4.720000000000159,-529.1500000000005
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-3",229.0,40.0,-504.8399999999999,4.720000000000159,-529.1500000000005
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-0.5",229.0,27.0,-348.44000000000017,0.0,-373.72999999999985
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-1",229.0,39.0,-502.84000000000003,4.720000000000159,-535.9200000000001
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-2",229.0,39.0,-502.84000000000003,4.720000000000159,-535.9200000000001
"entry1_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-3",229.0,39.0,-502.84000000000003,4.720000000000159,-535.9200000000001
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-0.5",229.0,90.0,-28.110000000000017,2.379999999999999,-40.90999999999998
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-1",229.0,103.0,-54.93000000000004,4.869999999999996,-69.77000000000001
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-2",229.0,103.0,-54.93000000000004,4.869999999999996,-69.77000000000001
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-3",229.0,103.0,-54.93000000000004,4.869999999999996,-69.77000000000001
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-0.5",229.0,72.0,-19.830000000000005,17.089999999999996,-50.74
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-1",229.0,85.0,-56.5,20.659999999999997,-90.13000000000002
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-2",229.0,85.0,-56.5,20.659999999999997,-90.13000000000002
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-3",229.0,85.0,-56.5,20.659999999999997,-90.13000000000002
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-0.5",229.0,47.0,-40.22000000000002,21.28,-65.60000000000002
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-1",229.0,58.0,-92.98000000000008,22.700000000000017,-115.68000000000015
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-2",229.0,58.0,-92.98000000000008,22.700000000000017,-115.68000000000015
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-3",229.0,58.0,-92.98000000000008,22.700000000000017,-115.68000000000015
"entry1_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_2_-0.5",229.0,26.0,-70.97000000000004,12.140000000000013,-85.50000000000011
