,n,win,totalret,maxret,mdd
"entry5_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-0.25",19.0,6.0,-16.259999999999998,0.40000000000000036,-20.039999999999992
"entry5_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-0.5",19.0,6.0,-40.769999999999996,7.300000000000002,-48.069999999999986
"entry5_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-1",19.0,7.0,-51.04,7.300000000000002,-58.339999999999996
"entry5_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-2",19.0,7.0,-70.63999999999999,9.399999999999999,-80.03999999999999
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-0.25",19.0,9.0,-4.6899999999999995,0.6699999999999999,-5.36
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-0.5",19.0,11.0,-12.880000000000003,1.909999999999999,-14.790000000000001
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-1",19.0,13.0,-18.69,3.8599999999999994,-22.55
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-2",19.0,15.0,-26.34,10.14,-36.480000000000004
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-0.25",19.0,7.0,-7.260000000000001,0.6699999999999999,-7.929999999999999
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-0.5",19.0,7.0,-20.510000000000005,2.1,-22.61
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-1",19.0,9.0,-26.67,3.2799999999999994,-29.950000000000003
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-2",19.0,14.0,-27.580000000000002,15.0,-42.58
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.8_-0.25",19.0,6.0,-6.820000000000001,0.6699999999999999,-8.19
"entry5_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.8_-0.5",19.0,6.0,-20.070000000000004,2.1,-22.17
