,n,win,totalret,maxret,mdd
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.25_-0.25",229.0,134.0,1.1400000000000063,26.2,-52.58
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.25_-0.5",229.0,150.0,-22.77999999999999,25.269999999999992,-80.76
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.25_-1",229.0,165.0,-51.67999999999998,39.84,-129.6
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.25_-2",229.0,174.0,-128.15,55.64,-228.60000000000002
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.5_-0.25",229.0,110.0,-8.839999999999998,16.610000000000007,-52.650000000000006
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.5_-0.5",229.0,126.0,-33.77999999999999,16.890000000000015,-89.34
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.5_-1",229.0,146.0,-45.799999999999976,51.34000000000004,-146.54
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.5_-2",229.0,157.0,-146.80999999999986,70.37000000000002,-266.22
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-0.25",229.0,103.0,19.520000000000017,23.82,-58.86
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-0.5",229.0,119.0,-3.440000000000021,20.770000000000007,-92.96000000000001
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-1",229.0,140.0,-16.680000000000007,53.73000000000004,-150.47
"entry1_{'C': [('delta', 0.4, -1)]}_[7, 35]_exit1_0.8_-2",229.0,150.0,-126.14999999999992,67.93000000000004,-275.9200000000001
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-0.25",229.0,138.0,-6.6591074835082065,3.300082649977201,-24.539190133485405
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-0.5",229.0,159.0,-15.349107483508204,12.480082649977197,-42.38919013348541
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-1",229.0,173.0,-17.379107483508207,13.880082649977188,-54.669190133485415
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.25_-2",229.0,191.0,-36.539107483508204,34.16008264997722,-95.8891901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-0.25",229.0,121.0,-7.679107483508201,3.7100826499772004,-29.4291901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-0.5",229.0,140.0,-22.119107483508213,6.6000826499772,-49.1691901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-1",229.0,154.0,-29.72910748350822,8.27,-66.2891074835082
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.5_-2",229.0,178.0,-35.04910748350821,44.10008264997722,-110.6791901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.8_-0.25",229.0,106.0,0.12089251649179822,9.060082649977202,-32.3191901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.8_-0.5",229.0,127.0,-15.609107483508199,11.9300826499772,-53.9091901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.8_-1",229.0,142.0,-27.269107483508197,15.850082649977201,-75.9991901334854
"entry1_{'C': [('delta', 0.2, -1)]}_[7, 35]_exit1_0.8_-2",229.0,165.0,-44.17910748350821,49.50008264997721,-127.75919013348539
"entry1_{'C': [('delta', 0.3, -1), ('delta', 0.15, 1)]}_[7, 35]_exit1_0.25_-0.25",229.0,127.0,1.8135921559305506,3.406549761492471,-16.492957605561916
"entry1_{'C': [('delta', 0.3, -1), ('delta', 0.15, 1)]}_[7, 35]_exit1_0.25_-0.5",229.0,145.0,-7.905890560700123,2.877067044861795,-26.71295760556192
