,n,win,totalret,maxret,mdd
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-0.5",38.0,9.0,4.759999999999993,51.87999999999997,-55.77000000000003
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-1",38.0,9.0,-39.399999999999984,23.00999999999995,-87.92000000000004
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-2",38.0,9.0,-39.399999999999984,23.00999999999995,-87.92000000000004
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_2_-3",38.0,9.0,-39.399999999999984,23.00999999999995,-87.92000000000004
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-0.5",38.0,1.0,-128.21999999999994,20.349999999999998,-148.56999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-1",38.0,1.0,-178.27999999999994,20.349999999999998,-198.62999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-2",38.0,1.0,-178.27999999999994,20.349999999999998,-198.62999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_4_-3",38.0,1.0,-178.27999999999994,20.349999999999998,-198.62999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-0.5",38.0,1.0,-128.21999999999994,20.349999999999998,-148.56999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-1",38.0,1.0,-178.27999999999994,20.349999999999998,-198.62999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-2",38.0,1.0,-178.27999999999994,20.349999999999998,-198.62999999999988
"entry4_{'P': [('delta', -0.4, 1)]}_[7, 35]_exit1_999_-3",38.0,1.0,-178.27999999999994,20.349999999999998,-198.62999999999988
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-0.5",38.0,17.0,9.050000000000006,17.729999999999997,-13.720000000000004
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-1",38.0,17.0,-8.209999999999994,7.710000000000001,-20.020000000000003
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-2",38.0,17.0,-8.209999999999994,7.710000000000001,-20.020000000000003
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.25_-3",38.0,17.0,-8.209999999999994,7.710000000000001,-20.020000000000003
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-0.5",38.0,13.0,8.280000000000005,15.950000000000006,-15.970000000000004
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-1",38.0,13.0,-13.159999999999993,9.670000000000002,-30.189999999999994
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-2",38.0,13.0,-13.159999999999993,9.670000000000002,-30.189999999999994
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_0.5_-3",38.0,13.0,-13.159999999999993,9.670000000000002,-30.189999999999994
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-0.5",38.0,11.0,9.220000000000002,22.220000000000002,-16.709999999999997
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-1",38.0,11.0,-14.649999999999991,11.220000000000002,-33.72
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-2",38.0,11.0,-14.649999999999991,11.220000000000002,-33.72
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_1_-3",38.0,11.0,-14.649999999999991,11.220000000000002,-33.72
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_2_-0.5",38.0,8.0,16.07,38.62,-27.549999999999997
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_2_-1",38.0,8.0,-10.309999999999997,22.97,-45.22
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_2_-2",38.0,8.0,-10.309999999999997,22.97,-45.22
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_2_-3",38.0,8.0,-10.309999999999997,22.97,-45.22
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_4_-0.5",38.0,3.0,-29.669999999999998,21.18,-50.849999999999994
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_4_-1",38.0,3.0,-59.29999999999999,12.190000000000001,-71.49000000000002
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_4_-2",38.0,3.0,-59.29999999999999,12.190000000000001,-71.49000000000002
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_4_-3",38.0,3.0,-59.29999999999999,12.190000000000001,-71.49000000000002
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_999_-0.5",38.0,0.0,-63.430000000000014,12.190000000000001,-75.61999999999999
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_999_-1",38.0,0.0,-94.80000000000001,12.190000000000001,-106.98999999999997
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_999_-2",38.0,0.0,-94.80000000000001,12.190000000000001,-106.98999999999997
"entry4_{'P': [('delta', -0.2, 1)]}_[7, 35]_exit1_999_-3",38.0,0.0,-94.80000000000001,12.190000000000001,-106.98999999999997
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.25_-0.5",38.0,17.0,-5.990000000000003,0.8899999999999997,-8.48
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.25_-1",38.0,17.0,-19.639999999999993,2.749999999999999,-23.01
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.25_-2",38.0,17.0,-19.639999999999993,2.749999999999999,-23.01
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.25_-3",38.0,17.0,-19.639999999999993,2.749999999999999,-23.01
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.5_-0.5",38.0,15.0,4.320000000000003,9.200000000000003,-9.91
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.5_-1",38.0,15.0,-10.499999999999995,7.810000000000002,-22.700000000000006
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.5_-2",38.0,15.0,-10.499999999999995,7.810000000000002,-22.700000000000006
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_0.5_-3",38.0,15.0,-10.499999999999995,7.810000000000002,-22.700000000000006
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_1_-0.5",38.0,10.0,5.459999999999997,15.850000000000001,-18.380000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_1_-1",38.0,11.0,-4.899999999999997,7.810000000000002,-32.540000000000006
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_1_-2",38.0,11.0,-4.899999999999997,7.810000000000002,-32.540000000000006
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_1_-3",38.0,11.0,-4.899999999999997,7.810000000000002,-32.540000000000006
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_2_-0.5",38.0,8.0,-3.4199999999999995,11.8,-16.300000000000004
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_2_-1",38.0,8.0,-24.799999999999997,7.810000000000002,-32.61
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_2_-2",38.0,8.0,-24.799999999999997,7.810000000000002,-32.61
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_2_-3",38.0,8.0,-24.799999999999997,7.810000000000002,-32.61
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_4_-0.5",38.0,1.0,-45.02000000000004,5.78,-50.80000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_4_-1",38.0,1.0,-69.61000000000001,5.78,-75.39000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_4_-2",38.0,1.0,-69.61000000000001,5.78,-75.39000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_4_-3",38.0,1.0,-69.61000000000001,5.78,-75.39000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_999_-0.5",38.0,1.0,-45.02000000000004,5.78,-50.80000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_999_-1",38.0,1.0,-69.61000000000001,5.78,-75.39000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_999_-2",38.0,1.0,-69.61000000000001,5.78,-75.39000000000003
"entry4_{'P': [('delta', -0.3, 1), ('delta', -0.15, -1)]}_[7, 35]_exit1_999_-3",38.0,1.0,-69.61000000000001,5.78,-75.39000000000003
"entry4_{'P': [('delta', -0.2, 1), ('delta', -0.1, -1)]}_[7, 35]_exit1_0.25_-0.5",38.0,20.0,1.440000000000002,5.32,-5.34
"entry4_{'P': [('delta', -0.2, 1), ('delta', -0.1, -1)]}_[7, 35]_exit1_0.25_-1",38.0,20.0,-5.669999999999998,1.92,-8.419999999999998
"entry4_{'P': [('delta', -0.2, 1), ('delta', -0.1, -1)]}_[7, 35]_exit1_0.25_-2",38.0,20.0,-5.669999999999998,1.92,-8.419999999999998
"entry4_{'P': [('delta', -0.2, 1), ('delta', -0.1, -1)]}_[7, 35]_exit1_0.25_-3",38.0,20.0,-5.669999999999998,1.92,-8.419999999999998
"entry4_{'P': [('delta', -0.2, 1), ('delta', -0.1, -1)]}_[7, 35]_exit1_0.5_-0.5",38.0,14.0,3.4700000000000015,6.66,-7.17
