,n,win,totalret,maxret,mdd
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_0.5_-0.5",120.0,54.0,5.060000000000001,11.209999999999996,-6.800000000000006
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_0.5_-1",120.0,65.0,9.939999999999994,17.119999999999997,-9.549999999999995
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_0.5_-2",120.0,70.0,18.24,25.840000000000007,-10.029999999999998
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_0.5_-3",120.0,70.0,15.270000000000001,23.94,-11.100000000000001
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_1_-0.5",120.0,45.0,-6.0499999999999945,5.48,-12.580000000000002
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_1_-1",120.0,59.0,0.06000000000000147,9.61,-13.759999999999998
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_1_-2",120.0,65.0,7.920000000000006,16.929999999999996,-12.170000000000007
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_1_-3",120.0,65.0,4.549999999999997,14.630000000000013,-14.069999999999993
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_2_-0.5",120.0,41.0,-0.4900000000000019,17.76,-18.540000000000003
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_2_-1",120.0,54.0,-0.26999999999999946,18.129999999999995,-18.689999999999994
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_2_-2",120.0,60.0,4.709999999999987,25.930000000000003,-23.649999999999977
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_2_-3",120.0,60.0,-0.3100000000000104,23.529999999999998,-26.269999999999992
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_4_-0.5",120.0,37.0,-15.809999999999988,4.219999999999989,-20.320000000000004
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_4_-1",120.0,50.0,-16.16,5.499999999999983,-21.95
"entry2_{'P': [('delta', -0.3, -1), ('delta', -0.15, 2)]}_[7, 35]_exit1_4_-2",120.0,57.0,-11.33,10.129999999999995,-23.89
