,date,0
2013-09-12,2013-07-31,0.0
2013-09-12,2013-08-01,0.0
2013-09-12,2013-08-02,0.0
2013-09-12,2013-08-05,0.0
2013-09-12,2013-08-06,0.0
2013-10-10,2013-08-06,0.0
2013-09-12,2013-08-07,0.0
2013-10-10,2013-08-07,1.15
2013-09-12,2013-08-08,0.0
2013-10-10,2013-08-08,0.07000000000000028
2013-09-12,2013-08-09,0.0
2013-10-10,2013-08-09,-0.040000000000000036
2013-09-12,2013-08-12,0.0
2013-10-10,2013-08-12,-0.010000000000000231
2013-09-12,2013-08-13,0.0
2013-09-12,2013-08-14,0.0
2013-09-12,2013-08-16,0.0
2013-09-12,2013-08-19,0.0
2013-09-12,2013-08-20,0.0
2013-09-12,2013-08-21,0.0
2013-10-10,2013-08-21,0.0
2013-09-12,2013-08-22,0.0
2013-10-10,2013-08-22,0.6699999999999999
2013-09-12,2013-08-23,0.0
2013-10-10,2013-08-23,-0.7200000000000002
2013-09-12,2013-08-26,0.0
2013-10-10,2013-08-26,-0.7999999999999998
2013-09-12,2013-08-27,0.0
2013-09-12,2013-08-28,0.0
2013-09-12,2013-08-29,0.0
2013-09-12,2013-08-30,0.0
2013-09-12,2013-09-02,0.0
2013-09-12,2013-09-03,0.0
2013-09-12,2013-09-04,0.0
2013-09-12,2013-09-05,0.0
2013-09-12,2013-09-06,0.0
2013-09-12,2013-09-09,0.0
2013-09-12,2013-09-10,0.0
2013-09-12,2013-09-11,0.0
2013-09-12,2013-09-12,0.0
2013-11-14,2013-09-25,0.0
2013-11-14,2013-09-26,-0.7500000000000004
2013-11-14,2013-09-27,0.15000000000000036
2013-11-14,2013-09-30,0.9500000000000002
2013-11-14,2013-10-01,-0.25
2013-11-14,2013-10-02,0.19999999999999973
2013-11-14,2013-10-04,0.25
2013-11-14,2013-10-07,0.1299999999999999
2013-11-14,2013-10-08,-0.5299999999999998
2013-11-14,2013-10-10,0.3999999999999999
2013-12-12,2013-10-24,0.0
2013-12-12,2013-10-25,0.8999999999999999
2013-12-12,2013-10-28,-0.8500000000000001
2013-12-12,2013-10-29,-0.2999999999999998
2013-12-12,2013-10-30,-0.30000000000000027
2013-12-12,2013-10-31,1.5500000000000003
2013-12-12,2013-11-01,-0.11000000000000032
2014-01-09,2013-11-01,0.0
2013-12-12,2013-11-04,0.8600000000000001
2014-01-09,2013-11-04,0.0
2014-01-09,2013-11-05,0.0
2014-01-09,2013-11-06,0.0
2014-01-09,2013-11-07,0.0
2014-01-09,2013-11-08,0.0
2014-01-09,2013-11-11,0.0
2014-01-09,2013-11-12,0.0
2014-01-09,2013-11-13,0.0
2014-01-09,2013-11-14,0.0
2014-01-09,2013-11-15,0.0
2014-01-09,2013-11-18,0.0
2014-01-09,2013-11-19,0.0
2014-01-09,2013-11-20,0.0
2014-01-09,2013-11-21,0.0
2014-01-09,2013-11-22,0.0
2014-01-09,2013-11-25,0.0
2014-01-09,2013-11-26,0.0
2014-01-09,2013-11-27,0.0
2014-01-09,2013-11-28,0.0
2014-01-09,2013-11-29,0.0
2014-01-09,2013-12-02,0.0
2014-01-09,2013-12-03,0.0
2014-01-09,2013-12-04,0.0
2014-01-09,2013-12-05,0.0
2014-01-09,2013-12-06,0.0
2014-01-09,2013-12-09,0.0
2014-01-09,2013-12-10,0.0
2014-01-09,2013-12-11,0.0
2014-01-09,2013-12-12,0.0
2014-01-09,2013-12-13,0.0
2014-01-09,2013-12-16,0.0
2014-01-09,2013-12-17,0.0
2014-01-09,2013-12-18,0.0
2014-01-09,2013-12-19,0.0
2014-01-09,2013-12-20,0.0
2014-01-09,2013-12-23,0.0
2014-01-09,2013-12-24,0.0
2014-01-09,2013-12-26,0.0
2014-01-09,2013-12-27,0.0
2014-01-09,2013-12-30,0.0
2014-03-13,2013-12-30,0.0
2014-01-09,2014-01-02,0.0
2014-02-13,2014-01-02,0.0
2014-03-13,2014-01-02,0.0
2014-01-09,2014-01-03,0.0
2014-02-13,2014-01-03,1.0899999999999999
2014-03-13,2014-01-03,0.0
2014-01-09,2014-01-06,0.0
2014-02-13,2014-01-06,-0.18999999999999995
2014-03-13,2014-01-06,0.0
2014-01-09,2014-01-07,0.0
2014-02-13,2014-01-07,-0.1100000000000001
2014-03-13,2014-01-07,0.0
2014-01-09,2014-01-08,0.0
2014-02-13,2014-01-08,0.18999999999999995
2014-03-13,2014-01-08,0.0
2014-01-09,2014-01-09,0.0
2014-03-13,2014-01-09,0.0
2014-03-13,2014-01-10,0.0
2014-03-13,2014-01-13,0.0
2014-03-13,2014-01-14,0.0
2014-03-13,2014-01-15,0.0
2014-03-13,2014-01-16,0.0
2014-03-13,2014-01-17,0.0
2014-03-13,2014-01-20,0.0
2014-03-13,2014-01-21,0.0
2014-03-13,2014-01-22,0.0
2014-03-13,2014-01-23,0.0
2014-03-13,2014-01-24,0.0
2014-03-13,2014-01-27,0.0
2014-03-13,2014-01-28,0.0
2014-03-13,2014-01-29,0.0
2014-04-10,2014-01-29,0.0
2014-03-13,2014-02-03,0.0
2014-04-10,2014-02-03,0.0
2014-03-13,2014-02-04,0.0
2014-04-10,2014-02-04,0.0
2014-03-13,2014-02-05,0.0
2014-04-10,2014-02-05,0.0
2014-03-13,2014-02-06,0.0
2014-04-10,2014-02-06,0.0
2014-03-13,2014-02-07,0.0
2014-04-10,2014-02-07,0.0
2014-03-13,2014-02-10,0.0
2014-04-10,2014-02-10,0.0
2014-03-13,2014-02-11,0.0
2014-04-10,2014-02-11,0.0
2014-03-13,2014-02-12,0.0
2014-04-10,2014-02-12,0.0
2014-03-13,2014-02-13,0.0
2014-04-10,2014-02-13,0.0
2014-03-13,2014-02-14,0.0
2014-04-10,2014-02-14,0.0
2014-03-13,2014-02-17,0.0
2014-04-10,2014-02-17,0.0
2014-03-13,2014-02-18,0.0
2014-04-10,2014-02-18,0.0
2014-03-13,2014-02-19,0.0
2014-04-10,2014-02-19,0.0
2014-03-13,2014-02-20,0.0
2014-04-10,2014-02-20,0.0
2014-03-13,2014-02-21,0.0
2014-04-10,2014-02-21,0.0
2014-03-13,2014-02-24,0.0
2014-04-10,2014-02-24,0.0
2014-03-13,2014-02-25,0.0
2014-04-10,2014-02-25,0.0
2014-03-13,2014-02-26,0.0
2014-04-10,2014-02-26,0.0
2014-03-13,2014-02-27,0.0
2014-04-10,2014-02-27,0.0
2014-03-13,2014-02-28,0.0
2014-04-10,2014-02-28,0.0
2014-03-13,2014-03-03,0.0
2014-04-10,2014-03-03,0.0
2014-05-08,2014-03-03,0.0
2014-03-13,2014-03-04,0.0
2014-04-10,2014-03-04,0.0
2014-05-08,2014-03-04,0.5802969949046028
2014-03-13,2014-03-05,0.0
2014-04-10,2014-03-05,0.0
2014-05-08,2014-03-05,-1.280296994904603
2014-03-13,2014-03-06,0.0
2014-04-10,2014-03-06,0.0
2014-05-08,2014-03-06,0.3999999999999999
2014-03-13,2014-03-07,0.0
2014-04-10,2014-03-07,0.0
2014-05-08,2014-03-07,0.1499999999999999
2014-03-13,2014-03-10,0.0
2014-04-10,2014-03-10,0.0
2014-05-08,2014-03-10,0.0
2014-03-13,2014-03-11,0.0
2014-04-10,2014-03-11,0.0
2014-05-08,2014-03-11,-0.10000000000000009
2014-03-13,2014-03-12,0.0
2014-04-10,2014-03-12,0.0
2014-05-08,2014-03-12,1.25
2014-03-13,2014-03-13,0.0
2014-04-10,2014-03-13,0.0
2014-05-08,2014-03-13,-0.009999999999999787
2014-04-10,2014-03-14,0.0
2014-05-08,2014-03-14,0.6999999999999997
2014-04-10,2014-03-17,0.0
2014-04-10,2014-03-18,0.0
2014-04-10,2014-03-19,0.0
2014-04-10,2014-03-20,0.0
2014-04-10,2014-03-21,0.0
2014-04-10,2014-03-24,0.0
2014-04-10,2014-03-25,0.0
2014-04-10,2014-03-26,0.0
2014-04-10,2014-03-27,0.0
2014-04-10,2014-03-28,0.0
2014-04-10,2014-03-31,0.0
2014-04-10,2014-04-01,0.0
2014-04-10,2014-04-02,0.0
2014-04-10,2014-04-03,0.0
2014-04-10,2014-04-04,0.0
2014-04-10,2014-04-07,0.0
2014-04-10,2014-04-08,0.0
2014-04-10,2014-04-09,0.0
2014-04-10,2014-04-10,0.0
2014-06-12,2014-04-15,0.0
2014-06-12,2014-04-16,-0.25
2014-06-12,2014-04-17,0.25
2014-06-12,2014-04-18,-0.5
2014-06-12,2014-04-21,0.10000000000000009
2014-06-12,2014-04-22,0.10000000000000009
2014-06-12,2014-04-23,0.3500000000000001
2014-06-12,2014-04-25,0.0
2014-06-12,2014-04-28,0.27
2014-06-12,2014-04-29,0.6200000000000001
2014-06-12,2014-04-30,0.6399999999999999
2014-06-12,2014-05-02,0.1299999999999999
2014-07-10,2014-05-30,0.0
2014-08-14,2014-05-30,0.0
2014-07-10,2014-06-02,-0.20999999999999996
2014-08-14,2014-06-02,0.0
2014-07-10,2014-06-03,-0.050000000000000266
2014-08-14,2014-06-03,0.0
2014-07-10,2014-06-05,0.77
2014-08-14,2014-06-05,0.0
2014-07-10,2014-06-09,0.06000000000000005
2014-08-14,2014-06-09,0.0
2014-07-10,2014-06-10,-1.23
2014-08-14,2014-06-10,0.0
2014-07-10,2014-06-11,0.30000000000000027
2014-08-14,2014-06-11,0.0
2014-07-10,2014-06-12,0.3099999999999996
2014-08-14,2014-06-12,0.0
2014-07-10,2014-06-13,1.4000000000000001
2014-08-14,2014-06-13,0.0
2014-07-10,2014-06-16,-0.1499999999999999
2014-08-14,2014-06-16,0.0
2014-07-10,2014-06-17,-0.1100000000000001
2014-08-14,2014-06-17,0.0
2014-07-10,2014-06-18,0.5
2014-08-14,2014-06-18,0.0
2014-08-14,2014-06-19,0.0
2014-08-14,2014-06-20,0.0
2014-08-14,2014-06-23,0.0
2014-08-14,2014-06-24,0.0
2014-08-14,2014-06-25,0.0
2014-08-14,2014-06-26,0.0
2014-08-14,2014-06-27,0.0
2014-08-14,2014-06-30,0.0
2014-08-14,2014-07-01,0.0
2014-08-14,2014-07-02,0.0
2014-08-14,2014-07-03,0.0
2014-08-14,2014-07-04,0.0
2014-08-14,2014-07-07,0.0
2014-08-14,2014-07-08,0.0
2014-08-14,2014-07-09,0.0
2014-09-11,2014-07-09,0.0
2014-08-14,2014-07-10,0.0
2014-09-11,2014-07-10,-0.10000000000000009
2014-08-14,2014-07-11,0.0
2014-09-11,2014-07-11,1.0100000000000002
2014-08-14,2014-07-14,0.0
2014-09-11,2014-07-14,-0.16000000000000014
2014-08-14,2014-07-15,0.0
2014-09-11,2014-07-15,-0.8999999999999999
2014-08-14,2014-07-16,0.0
2014-09-11,2014-07-16,-0.25
2014-08-14,2014-07-17,0.0
2014-09-11,2014-07-17,-0.5
2014-08-14,2014-07-18,0.0
2014-08-14,2014-07-21,0.0
2014-08-14,2014-07-22,0.0
2014-08-14,2014-07-23,0.0
2014-08-14,2014-07-24,0.0
2014-08-14,2014-07-25,0.0
2014-08-14,2014-07-28,0.0
2014-08-14,2014-07-29,0.0
2014-08-14,2014-07-30,0.0
2014-08-14,2014-07-31,0.0
2014-08-14,2014-08-01,0.0
2014-08-14,2014-08-04,0.0
2014-08-14,2014-08-05,0.0
2014-10-08,2014-08-05,0.0
2014-08-14,2014-08-06,0.0
2014-10-08,2014-08-06,0.44999999999999973
2014-08-14,2014-08-07,0.0
2014-10-08,2014-08-07,0.6200000000000001
2014-08-14,2014-08-08,0.0
2014-10-08,2014-08-08,0.9400000000000002
2014-08-14,2014-08-11,0.0
2014-08-14,2014-08-12,0.0
2014-08-14,2014-08-13,0.0
2014-08-14,2014-08-14,0.0
2014-11-13,2014-09-01,0.0
2014-11-13,2014-09-02,0.0
2014-11-13,2014-09-03,0.0
2014-11-13,2014-09-04,0.0
2014-11-13,2014-09-05,0.0
2014-11-13,2014-09-11,0.0
2014-11-13,2014-09-12,0.0
2014-11-13,2014-09-15,0.0
2014-11-13,2014-09-16,0.0
2014-11-13,2014-09-17,0.0
2014-11-13,2014-09-18,0.0
2014-11-13,2014-09-19,0.0
2014-11-13,2014-09-22,0.0
2014-11-13,2014-09-23,0.0
2014-11-13,2014-09-24,0.0
2014-11-13,2014-09-25,0.0
2014-11-13,2014-09-26,0.0
2014-11-13,2014-09-29,0.0
2014-11-13,2014-09-30,0.0
2014-11-13,2014-10-01,0.0
2014-12-11,2014-10-01,0.0
2014-11-13,2014-10-02,0.0
2014-12-11,2014-10-02,0.0
2014-11-13,2014-10-06,0.0
2014-12-11,2014-10-06,0.0
2014-11-13,2014-10-07,0.0
2014-12-11,2014-10-07,0.0
2014-11-13,2014-10-08,0.0
2014-12-11,2014-10-08,0.0
2014-11-13,2014-10-10,0.0
2014-12-11,2014-10-10,0.0
2014-11-13,2014-10-13,0.0
2014-12-11,2014-10-13,0.0
2014-11-13,2014-10-14,0.0
2014-12-11,2014-10-14,0.0
2014-11-13,2014-10-15,0.0
2014-12-11,2014-10-15,0.0
2014-11-13,2014-10-16,0.0
2014-12-11,2014-10-16,0.0
2014-11-13,2014-10-17,0.0
2014-12-11,2014-10-17,0.0
2014-11-13,2014-10-20,0.0
2014-12-11,2014-10-20,0.0
2014-11-13,2014-10-21,0.0
2014-12-11,2014-10-21,0.0
2014-11-13,2014-10-22,0.0
2014-12-11,2014-10-22,0.0
2014-11-13,2014-10-23,0.0
2014-12-11,2014-10-23,0.0
2014-11-13,2014-10-24,0.0
2014-12-11,2014-10-24,0.0
2014-11-13,2014-10-27,0.0
2014-12-11,2014-10-27,0.0
2014-11-13,2014-10-28,0.0
2014-12-11,2014-10-28,0.0
2014-11-13,2014-10-29,0.0
2014-12-11,2014-10-29,0.0
2014-11-13,2014-10-30,0.0
2014-12-11,2014-10-30,0.0
2014-11-13,2014-10-31,0.0
2014-12-11,2014-10-31,0.0
2014-11-13,2014-11-03,0.0
2014-12-11,2014-11-03,0.0
2014-11-13,2014-11-04,0.0
2014-12-11,2014-11-04,0.0
2014-11-13,2014-11-05,0.0
2014-12-11,2014-11-05,0.0
2014-11-13,2014-11-06,0.0
2014-12-11,2014-11-06,0.0
2014-11-13,2014-11-07,0.0
2014-12-11,2014-11-07,0.0
2014-11-13,2014-11-10,0.0
2014-12-11,2014-11-10,0.0
2014-11-13,2014-11-11,0.0
2014-12-11,2014-11-11,0.0
2014-11-13,2014-11-12,0.0
2014-12-11,2014-11-12,0.0
2014-11-13,2014-11-13,0.0
2014-12-11,2014-11-13,0.0
2014-12-11,2014-11-14,0.0
2015-01-08,2014-11-14,0.0
2014-12-11,2014-11-17,0.0
2015-01-08,2014-11-17,-0.1299999999999999
2014-12-11,2014-11-18,0.0
2015-01-08,2014-11-18,-0.56
2014-12-11,2014-11-19,0.0
2015-01-08,2014-11-19,0.30000000000000027
2014-12-11,2014-11-20,0.0
2014-12-11,2014-11-21,0.0
2014-12-11,2014-11-24,0.0
2014-12-11,2014-11-25,0.0
2014-12-11,2014-11-26,0.0
2014-12-11,2014-11-27,0.0
2014-12-11,2014-11-28,0.0
2014-12-11,2014-12-01,0.0
2014-12-11,2014-12-02,0.0
2014-12-11,2014-12-03,0.0
2014-12-11,2014-12-04,0.0
2014-12-11,2014-12-05,0.0
2014-12-11,2014-12-08,0.0
2014-12-11,2014-12-09,0.0
2014-12-11,2014-12-10,0.0
2015-02-12,2014-12-10,0.0
2014-12-11,2014-12-11,0.0
2015-02-12,2014-12-11,0.8199999999999998
2015-02-12,2014-12-12,0.20999999999999996
2015-02-12,2014-12-15,-0.2200000000000002
2015-02-12,2014-12-30,0.0
2015-03-12,2014-12-30,0.0
2015-02-12,2015-01-02,-0.5899999999999999
2015-03-12,2015-01-02,0.0
2015-02-12,2015-01-05,0.56
2015-03-12,2015-01-05,0.0
2015-02-12,2015-01-06,1.13
2015-03-12,2015-01-06,0.0
2015-03-12,2015-01-07,0.0
2015-03-12,2015-01-08,0.0
2015-03-12,2015-01-09,0.0
2015-03-12,2015-01-12,0.0
2015-03-12,2015-01-13,0.0
2015-03-12,2015-01-14,0.0
2015-03-12,2015-01-15,0.0
2015-03-12,2015-01-16,0.0
2015-03-12,2015-01-19,0.0
2015-03-12,2015-01-20,0.0
2015-03-12,2015-01-21,0.0
2015-03-12,2015-01-22,0.0
2015-03-12,2015-01-23,0.0
2015-03-12,2015-01-26,0.0
2015-03-12,2015-01-27,0.0
2015-03-12,2015-01-28,0.0
2015-03-12,2015-01-29,0.0
2015-03-12,2015-01-30,0.0
2015-03-12,2015-02-02,0.0
2015-03-12,2015-02-03,0.0
2015-03-12,2015-02-04,0.0
2015-03-12,2015-02-05,0.0
2015-04-09,2015-02-05,0.0
2015-03-12,2015-02-06,0.0
2015-04-09,2015-02-06,0.10000000000000009
2015-03-12,2015-02-09,0.0
2015-04-09,2015-02-09,0.25
2015-03-12,2015-02-10,0.0
2015-04-09,2015-02-10,0.5
2015-03-12,2015-02-11,0.0
2015-04-09,2015-02-11,0.010000000000000231
2015-03-12,2015-02-12,0.0
2015-04-09,2015-02-12,0.31999999999999984
2015-03-12,2015-02-13,0.0
2015-03-12,2015-02-16,0.0
2015-03-12,2015-02-17,0.0
2015-03-12,2015-02-23,0.0
2015-03-12,2015-02-24,0.0
2015-03-12,2015-02-25,0.0
2015-03-12,2015-02-26,0.0
2015-03-12,2015-02-27,0.0
2015-03-12,2015-03-02,0.0
2015-03-12,2015-03-03,0.0
2015-03-12,2015-03-04,0.0
2015-03-12,2015-03-05,0.0
2015-03-12,2015-03-06,0.0
2015-03-12,2015-03-09,0.0
2015-03-12,2015-03-10,0.0
2015-03-12,2015-03-11,0.0
2015-05-14,2015-03-11,0.0
2015-03-12,2015-03-12,0.0
2015-05-14,2015-03-12,0.10000000000000009
2015-05-14,2015-03-13,-0.040000000000000036
2015-05-14,2015-04-01,0.0
2015-05-14,2015-04-02,-0.2200000000000002
2015-05-14,2015-04-03,-0.8700000000000001
2015-05-14,2015-04-06,0.40000000000000036
2015-05-14,2015-04-07,0.25
2015-05-14,2015-04-08,-1.2000000000000002
2015-05-14,2015-04-09,0.3999999999999999
2015-05-14,2015-04-10,-2.4499999999999997
2015-06-11,2015-04-28,0.0
2015-06-11,2015-04-29,0.6000000000000001
2015-06-11,2015-04-30,0.54
2015-06-11,2015-05-04,-0.18000000000000016
2015-06-11,2015-05-06,1.4000000000000001
2015-07-09,2015-05-27,0.0
2015-07-09,2015-05-28,-0.10000000000000009
2015-07-09,2015-05-29,-0.3999999999999999
2015-07-09,2015-06-01,0.9899999999999998
2015-08-13,2015-06-01,0.0
2015-07-09,2015-06-02,0.8400000000000001
2015-08-13,2015-06-02,0.0
2015-08-13,2015-06-03,0.0
2015-08-13,2015-06-04,0.0
2015-08-13,2015-06-05,0.0
2015-08-13,2015-06-08,0.0
2015-08-13,2015-06-09,0.0
2015-08-13,2015-06-10,0.0
2015-08-13,2015-06-11,0.0
2015-08-13,2015-06-12,0.0
2015-08-13,2015-06-15,0.0
2015-08-13,2015-06-16,0.0
2015-08-13,2015-06-17,0.0
2015-08-13,2015-06-18,0.0
2015-08-13,2015-06-19,0.0
2015-08-13,2015-06-22,0.0
2015-08-13,2015-06-23,0.0
2015-08-13,2015-06-24,0.0
2015-08-13,2015-06-25,0.0
2015-08-13,2015-06-26,0.0
2015-08-13,2015-06-29,0.0
2015-08-13,2015-06-30,0.0
2015-08-13,2015-07-01,0.0
2015-08-13,2015-07-02,0.0
2015-08-13,2015-07-03,0.0
2015-08-13,2015-07-06,0.0
2015-09-10,2015-07-06,0.0
2015-08-13,2015-07-07,0.0
2015-09-10,2015-07-07,0.15000000000000036
2015-08-13,2015-07-08,0.0
2015-09-10,2015-07-08,1.0999999999999996
2015-08-13,2015-07-09,0.0
2015-09-10,2015-07-09,-0.5
2015-08-13,2015-07-10,0.0
2015-09-10,2015-07-10,-0.20000000000000018
2015-08-13,2015-07-13,0.0
2015-08-13,2015-07-14,0.0
2015-08-13,2015-07-15,0.0
2015-08-13,2015-07-16,0.0
2015-08-13,2015-07-17,0.0
2015-08-13,2015-07-20,0.0
2015-08-13,2015-07-21,0.0
2015-08-13,2015-07-22,0.0
2015-08-13,2015-07-23,0.0
2015-08-13,2015-07-24,0.0
2015-08-13,2015-07-27,0.0
2015-09-10,2015-07-27,0.0
2015-08-13,2015-07-28,0.0
2015-09-10,2015-07-28,-0.18000000000000016
2015-08-13,2015-07-29,0.0
2015-08-13,2015-07-30,0.0
2015-08-13,2015-07-31,0.0
2015-10-08,2015-07-31,0.0
2015-08-13,2015-08-03,0.0
2015-10-08,2015-08-03,0.0
2015-08-13,2015-08-04,0.0
2015-10-08,2015-08-04,0.0
2015-08-13,2015-08-05,0.0
2015-10-08,2015-08-05,0.0
2015-08-13,2015-08-06,0.0
2015-10-08,2015-08-06,0.0
2015-08-13,2015-08-07,0.0
2015-10-08,2015-08-07,0.0
2015-08-13,2015-08-10,0.0
2015-10-08,2015-08-10,0.0
2015-08-13,2015-08-11,0.0
2015-10-08,2015-08-11,0.0
2015-08-13,2015-08-12,0.0
2015-10-08,2015-08-12,0.0
2015-08-13,2015-08-13,0.0
2015-10-08,2015-08-13,0.0
2015-10-08,2015-08-17,0.0
2015-10-08,2015-08-18,0.0
2015-10-08,2015-08-19,0.0
2015-10-08,2015-08-20,0.0
2015-10-08,2015-08-21,0.0
2015-10-08,2015-08-24,0.0
2015-10-08,2015-08-25,0.0
2015-10-08,2015-08-26,0.0
2015-10-08,2015-08-27,0.0
2015-10-08,2015-08-28,0.0
2015-10-08,2015-08-31,0.0
2015-10-08,2015-09-01,0.0
2015-10-08,2015-09-02,0.0
2015-10-08,2015-09-03,0.0
2015-10-08,2015-09-04,0.0
2015-10-08,2015-09-07,0.0
2015-10-08,2015-09-08,0.0
2015-10-08,2015-09-09,0.0
2015-10-08,2015-09-10,0.0
2015-10-08,2015-09-11,0.0
2015-10-08,2015-09-14,0.0
2015-10-08,2015-09-15,0.0
2015-10-08,2015-09-16,0.0
2015-10-08,2015-09-17,0.0
2015-10-08,2015-09-18,0.0
2015-10-08,2015-09-21,0.0
2015-10-08,2015-09-22,0.0
2015-10-08,2015-09-23,0.0
2015-11-12,2015-09-23,0.0
2015-10-08,2015-09-24,0.0
2015-11-12,2015-09-24,0.20000000000000018
2015-10-08,2015-09-25,0.0
2015-11-12,2015-09-25,0.019999999999999574
2015-10-08,2015-09-30,0.0
2015-11-12,2015-09-30,-0.8599999999999994
2015-10-08,2015-10-01,0.0
2015-10-08,2015-10-02,0.0
2015-10-08,2015-10-05,0.0
2015-10-08,2015-10-06,0.0
2015-10-08,2015-10-07,0.0
2015-10-08,2015-10-08,0.0
2015-12-10,2015-10-28,0.0
2015-12-10,2015-10-29,0.6599999999999997
2016-01-14,2015-11-09,0.0
2016-01-14,2015-11-10,1.2700000000000002
2016-01-14,2015-11-11,0.16999999999999993
2016-01-14,2015-11-12,0.08000000000000007
2016-01-14,2015-11-13,0.6599999999999999
2016-01-14,2015-12-03,0.0
2016-01-14,2015-12-04,0.7299999999999998
2016-01-14,2015-12-07,0.30000000000000004
2016-01-14,2015-12-08,0.22999999999999998
2016-02-11,2015-12-29,0.0
2016-02-11,2015-12-30,0.3900000000000001
2016-03-10,2015-12-30,0.0
2016-02-11,2016-01-04,1.33
2016-03-10,2016-01-04,0.0
2016-03-10,2016-01-05,0.0
2016-03-10,2016-01-06,0.0
2016-03-10,2016-01-07,0.0
2016-03-10,2016-01-08,0.0
2016-03-10,2016-01-11,0.0
2016-03-10,2016-01-12,0.0
2016-03-10,2016-01-13,0.0
2016-03-10,2016-01-14,0.0
2016-03-10,2016-01-15,0.0
2016-03-10,2016-01-18,0.0
2016-03-10,2016-01-19,0.0
2016-03-10,2016-01-20,0.0
2016-03-10,2016-01-21,0.0
2016-03-10,2016-01-22,0.0
2016-03-10,2016-01-25,0.0
2016-03-10,2016-01-26,0.0
2016-03-10,2016-01-27,0.0
2016-03-10,2016-01-28,0.0
2016-03-10,2016-01-29,0.0
2016-03-10,2016-02-01,0.0
2016-03-10,2016-02-02,0.0
2016-03-10,2016-02-03,0.0
2016-03-10,2016-02-04,0.0
2016-03-10,2016-02-05,0.0
2016-03-10,2016-02-11,0.0
2016-04-14,2016-02-11,0.0
2016-03-10,2016-02-12,0.0
2016-04-14,2016-02-12,0.8499999999999996
2016-03-10,2016-02-15,0.0
2016-04-14,2016-02-15,-0.7999999999999998
2016-03-10,2016-02-16,0.0
2016-04-14,2016-02-16,-1.2699999999999996
2016-03-10,2016-02-17,0.0
2016-04-14,2016-02-17,0.0699999999999994
2016-03-10,2016-02-18,0.0
2016-03-10,2016-02-19,0.0
2016-03-10,2016-02-22,0.0
2016-03-10,2016-02-23,0.0
2016-03-10,2016-02-24,0.0
2016-03-10,2016-02-25,0.0
2016-03-10,2016-02-26,0.0
2016-03-10,2016-02-29,0.0
2016-03-10,2016-03-02,0.0
2016-03-10,2016-03-03,0.0
2016-03-10,2016-03-04,0.0
2016-03-10,2016-03-07,0.0
2016-03-10,2016-03-08,0.0
2016-03-10,2016-03-09,0.0
2016-03-10,2016-03-10,0.0
2016-05-12,2016-03-24,0.0
2016-05-12,2016-03-25,0.26000000000000023
2016-05-12,2016-03-28,-0.07000000000000028
2016-05-12,2016-03-29,-0.3899999999999997
2016-05-12,2016-03-30,-0.43000000000000016
2016-05-12,2016-04-01,0.0
2016-05-12,2016-04-04,-0.21999999999999975
2016-05-12,2016-04-05,0.9399999999999997
2016-05-12,2016-04-06,-0.5599999999999998
2016-05-12,2016-04-07,0.04999999999999982
2016-06-09,2016-04-29,0.0
2016-07-14,2016-04-29,0.0
2016-06-09,2016-05-02,0.56
2016-07-14,2016-05-02,0.0
2016-06-09,2016-05-03,0.020000000000000018
2016-07-14,2016-05-03,0.0
2016-06-09,2016-05-04,0.4500000000000002
2016-07-14,2016-05-04,0.0
2016-06-09,2016-05-09,0.3899999999999999
2016-07-14,2016-05-09,0.0
2016-07-14,2016-05-10,0.0
2016-07-14,2016-05-11,0.0
2016-07-14,2016-05-12,0.0
2016-07-14,2016-05-13,0.0
2016-07-14,2016-05-16,0.0
2016-07-14,2016-05-17,0.0
2016-07-14,2016-05-18,0.0
2016-07-14,2016-05-19,0.0
2016-07-14,2016-05-20,0.0
2016-07-14,2016-05-23,0.0
2016-07-14,2016-05-24,0.0
2016-07-14,2016-05-25,0.0
2016-07-14,2016-05-26,0.0
2016-07-14,2016-05-27,0.0
2016-07-14,2016-05-30,0.0
2016-07-14,2016-05-31,0.0
2016-07-14,2016-06-01,0.0
2016-07-14,2016-06-02,0.0
2016-07-14,2016-06-03,0.0
2016-07-14,2016-06-07,0.0
2016-07-14,2016-06-08,0.0
2016-07-14,2016-06-09,0.0
2016-07-14,2016-06-10,0.0
2016-07-14,2016-06-13,0.0
2016-08-11,2016-06-13,0.0
2016-07-14,2016-06-14,0.0
2016-08-11,2016-06-14,0.17000000000000037
2016-07-14,2016-06-15,0.0
2016-08-11,2016-06-15,0.07999999999999963
2016-07-14,2016-06-16,0.0
2016-08-11,2016-06-16,0.7400000000000002
2016-07-14,2016-06-17,0.0
2016-08-11,2016-06-17,-0.29000000000000004
2016-07-14,2016-06-20,0.0
2016-07-14,2016-06-21,0.0
2016-07-14,2016-06-22,0.0
2016-07-14,2016-06-23,0.0
2016-07-14,2016-06-24,0.0
2016-07-14,2016-06-27,0.0
2016-07-14,2016-06-28,0.0
2016-07-14,2016-06-29,0.0
2016-07-14,2016-06-30,0.0
2016-07-14,2016-07-01,0.0
2016-09-08,2016-07-01,0.0
2016-07-14,2016-07-04,0.0
2016-09-08,2016-07-04,0.0
2016-07-14,2016-07-05,0.0
2016-09-08,2016-07-05,0.0
2016-07-14,2016-07-06,0.0
2016-09-08,2016-07-06,0.0
2016-07-14,2016-07-07,0.0
2016-09-08,2016-07-07,0.0
