,date,0
2016-07-14,2016-07-08,0.0
2016-09-08,2016-07-08,0.0
2016-07-14,2016-07-11,0.0
2016-09-08,2016-07-11,0.0
2016-07-14,2016-07-12,0.0
2016-09-08,2016-07-12,0.0
2016-07-14,2016-07-13,0.0
2016-09-08,2016-07-13,0.0
2016-07-14,2016-07-14,0.0
2016-09-08,2016-07-14,0.0
2016-09-08,2016-07-15,0.0
2016-09-08,2016-07-18,0.0
2016-09-08,2016-07-19,0.0
2016-09-08,2016-07-20,0.0
2016-09-08,2016-07-21,0.0
2016-09-08,2016-07-22,0.0
2016-09-08,2016-07-25,0.0
2016-09-08,2016-07-26,0.0
2016-09-08,2016-07-27,0.0
2016-09-08,2016-07-28,0.0
2016-09-08,2016-07-29,0.0
2016-09-08,2016-08-01,0.0
2016-09-08,2016-08-02,0.0
2016-09-08,2016-08-03,0.0
2016-09-08,2016-08-04,0.0
2016-09-08,2016-08-05,0.0
2016-09-08,2016-08-08,0.0
2016-09-08,2016-08-09,0.0
2016-09-08,2016-08-10,0.0
2016-09-08,2016-08-11,0.0
2016-09-08,2016-08-12,0.0
2016-09-08,2016-08-16,0.0
2016-09-08,2016-08-17,0.0
2016-09-08,2016-08-18,0.0
2016-09-08,2016-08-19,0.0
2016-09-08,2016-08-22,0.0
2016-09-08,2016-08-23,0.0
2016-09-08,2016-08-24,0.0
2016-09-08,2016-08-25,0.0
2016-09-08,2016-08-26,0.0
2016-10-13,2016-08-26,0.0
2016-09-08,2016-08-29,0.0
2016-10-13,2016-08-29,0.17999999999999972
2016-09-08,2016-08-30,0.0
2016-10-13,2016-08-30,-0.31999999999999984
2016-09-08,2016-08-31,0.0
2016-09-08,2016-09-01,0.0
2016-10-13,2016-09-01,0.0
2016-09-08,2016-09-02,0.0
2016-10-13,2016-09-02,-0.17999999999999972
2016-09-08,2016-09-05,0.0
2016-10-13,2016-09-05,-1.7800000000000002
2016-09-08,2016-09-06,0.0
2016-09-08,2016-09-07,0.0
2016-09-08,2016-09-08,0.0
2016-11-10,2016-09-12,0.0
2016-11-10,2016-09-13,-0.020000000000000018
2016-11-10,2016-09-19,-0.6600000000000001
2016-11-10,2016-09-20,-0.2999999999999998
2016-12-08,2016-10-17,0.0
2017-01-12,2016-11-01,0.0
2017-01-12,2016-11-02,0.0
2017-01-12,2016-11-03,0.0
2017-01-12,2016-11-04,0.0
2017-01-12,2016-11-07,0.0
2017-01-12,2016-11-08,0.0
2017-01-12,2016-11-09,0.0
2017-01-12,2016-11-10,0.0
2017-01-12,2016-11-11,0.0
2017-01-12,2016-11-14,0.0
2017-01-12,2016-11-15,0.0
2017-01-12,2016-11-16,0.0
2017-01-12,2016-11-17,0.0
2017-01-12,2016-11-18,0.0
2017-01-12,2016-11-21,0.0
2017-01-12,2016-11-22,0.0
2017-01-12,2016-11-23,0.0
2017-01-12,2016-11-24,0.0
2017-01-12,2016-11-25,0.0
2017-01-12,2016-11-28,0.0
2017-01-12,2016-11-29,0.0
2017-01-12,2016-11-30,0.0
2017-01-12,2016-12-01,0.0
2017-01-12,2016-12-02,0.0
2017-01-12,2016-12-05,0.0
2017-01-12,2016-12-06,0.0
2017-01-12,2016-12-07,0.0
2017-01-12,2016-12-08,0.0
2017-01-12,2016-12-09,0.0
2017-01-12,2016-12-12,0.0
2017-01-12,2016-12-13,0.0
2017-01-12,2016-12-14,0.0
2017-01-12,2016-12-15,0.0
2017-01-12,2016-12-16,0.0
2017-01-12,2016-12-19,0.0
2017-01-12,2016-12-20,0.0
2017-01-12,2016-12-21,0.0
2017-01-12,2016-12-22,0.0
2017-01-12,2016-12-23,0.0
2017-02-09,2016-12-23,0.0
2017-01-12,2016-12-26,0.0
2017-02-09,2016-12-26,-0.040000000000000036
2017-01-12,2016-12-27,0.0
2017-02-09,2016-12-27,-0.15000000000000036
2017-01-12,2016-12-28,0.0
2017-02-09,2016-12-28,-0.1499999999999999
2017-01-12,2016-12-29,0.0
2017-02-09,2016-12-29,0.020000000000000018
2017-01-12,2017-01-02,0.0
2017-02-09,2017-01-02,-0.3500000000000001
2017-01-12,2017-01-03,0.0
2017-02-09,2017-01-03,-0.8899999999999997
2017-01-12,2017-01-04,0.0
2017-02-09,2017-01-04,-0.03000000000000025
2017-01-12,2017-01-05,0.0
2017-01-12,2017-01-06,0.0
2017-01-12,2017-01-09,0.0
2017-01-12,2017-01-10,0.0
2017-01-12,2017-01-11,0.0
2017-01-12,2017-01-12,0.0
2017-03-09,2017-01-23,0.0
2017-03-09,2017-01-24,0.010000000000000231
2017-03-09,2017-01-25,-0.1499999999999999
2017-03-09,2017-01-26,-1.0600000000000005
2017-04-13,2017-02-08,0.0
2017-04-13,2017-02-09,-0.08999999999999986
2017-04-13,2017-02-10,0.06999999999999984
2017-04-13,2017-02-13,0.18000000000000016
2017-04-13,2017-02-14,0.31000000000000005
2017-04-13,2017-02-15,-0.20000000000000018
2017-04-13,2017-02-16,0.020000000000000018
2017-04-13,2017-02-17,0.1200000000000001
2017-04-13,2017-02-20,-0.20999999999999996
2017-04-13,2017-02-21,-1.19
2017-05-11,2017-03-06,0.0
2017-05-11,2017-03-07,-0.5699999999999998
2017-05-11,2017-03-08,-0.13000000000000034
2017-05-11,2017-03-31,0.0
2017-06-08,2017-03-31,0.0
2017-05-11,2017-04-03,-0.03000000000000025
2017-06-08,2017-04-03,0.0
2017-05-11,2017-04-04,0.4200000000000004
2017-06-08,2017-04-04,0.0
2017-05-11,2017-04-05,0.19999999999999973
2017-06-08,2017-04-05,0.0
2017-05-11,2017-04-06,0.33000000000000007
2017-06-08,2017-04-06,0.0
2017-05-11,2017-04-07,0.14000000000000012
2017-06-08,2017-04-07,0.0
2017-05-11,2017-04-10,0.30999999999999983
2017-06-08,2017-04-10,0.0
2017-05-11,2017-04-11,0.52
2017-06-08,2017-04-11,0.0
2017-06-08,2017-04-12,0.0
2017-06-08,2017-04-13,0.0
2017-06-08,2017-04-14,0.0
2017-06-08,2017-04-17,0.0
2017-06-08,2017-04-18,0.0
2017-06-08,2017-04-19,0.0
2017-06-08,2017-04-20,0.0
2017-06-08,2017-04-21,0.0
2017-06-08,2017-04-24,0.0
2017-06-08,2017-04-25,0.0
2017-06-08,2017-04-26,0.0
2017-06-08,2017-04-27,0.0
2017-06-08,2017-04-28,0.0
2017-06-08,2017-05-02,0.0
2017-06-08,2017-05-04,0.0
2017-06-08,2017-05-08,0.0
2017-06-08,2017-05-10,0.0
2017-06-08,2017-05-11,0.0
2017-06-08,2017-05-12,0.0
2017-06-08,2017-05-15,0.0
2017-06-08,2017-05-16,0.0
2017-06-08,2017-05-17,0.0
2017-07-13,2017-05-17,0.0
2017-06-08,2017-05-18,0.0
2017-07-13,2017-05-18,0.20999999999999952
2017-06-08,2017-05-19,0.0
2017-07-13,2017-05-19,0.43999999999999995
2017-06-08,2017-05-22,0.0
2017-07-13,2017-05-22,-0.8899999999999997
2017-06-08,2017-05-23,0.0
2017-07-13,2017-05-23,-0.46999999999999975
2017-06-08,2017-05-24,0.0
2017-06-08,2017-05-25,0.0
2017-06-08,2017-05-26,0.0
2017-06-08,2017-05-29,0.0
2017-06-08,2017-05-30,0.0
2017-06-08,2017-05-31,0.0
2017-06-08,2017-06-01,0.0
2017-06-08,2017-06-02,0.0
2017-06-08,2017-06-05,0.0
2017-06-08,2017-06-07,0.0
2017-06-08,2017-06-08,0.0
2017-08-10,2017-06-15,0.0
2017-08-10,2017-06-16,-0.029999999999999805
2017-08-10,2017-06-19,-0.5600000000000005
2017-08-10,2017-06-20,-0.3199999999999994
2017-09-14,2017-07-26,0.0
2017-09-14,2017-07-27,-0.2799999999999998
2017-09-14,2017-07-28,2.01
2017-10-12,2017-08-29,0.0
2017-10-12,2017-08-30,-0.5
2017-10-12,2017-08-31,0.7799999999999998
2017-10-12,2017-09-01,0.33000000000000007
2017-10-12,2017-09-04,0.76
2017-10-12,2017-09-05,0.1299999999999999
2017-10-12,2017-09-06,0.15000000000000013
2017-11-09,2017-09-26,0.0
2017-11-09,2017-09-27,0.3299999999999996
2017-11-09,2017-09-28,0.020000000000000018
2017-11-09,2017-09-29,-1.5100000000000002
2017-12-14,2017-09-29,0.0
2017-12-14,2017-10-10,0.0
2017-12-14,2017-10-11,0.0
2017-12-14,2017-10-12,0.0
2017-12-14,2017-10-13,0.0
2017-12-14,2017-10-16,0.0
2017-12-14,2017-10-17,0.0
2017-12-14,2017-10-18,0.0
2017-12-14,2017-10-19,0.0
2017-12-14,2017-10-20,0.0
2017-12-14,2017-10-23,0.0
2017-12-14,2017-10-24,0.0
2017-12-14,2017-10-25,0.0
2017-12-14,2017-10-26,0.0
2017-12-14,2017-10-27,0.0
2017-12-14,2017-10-30,0.0
2017-12-14,2017-10-31,0.0
2017-12-14,2017-11-01,0.0
2017-12-14,2017-11-02,0.0
2017-12-14,2017-11-03,0.0
2017-12-14,2017-11-06,0.0
2017-12-14,2017-11-07,0.0
2017-12-14,2017-11-08,0.0
2018-01-11,2017-11-08,0.0
2017-12-14,2017-11-09,0.0
2018-01-11,2017-11-09,0.5299999999999998
2017-12-14,2017-11-10,0.0
2018-01-11,2017-11-10,0.77
2017-12-14,2017-11-13,0.0
2018-01-11,2017-11-13,0.29000000000000004
2017-12-14,2017-11-14,0.0
2018-01-11,2017-11-14,0.26
2017-12-14,2017-11-15,0.0
2017-12-14,2017-11-16,0.0
2017-12-14,2017-11-17,0.0
2017-12-14,2017-11-20,0.0
2017-12-14,2017-11-21,0.0
2017-12-14,2017-11-22,0.0
2017-12-14,2017-11-23,0.0
2017-12-14,2017-11-24,0.0
2017-12-14,2017-11-27,0.0
2018-01-11,2017-11-27,0.0
2017-12-14,2017-11-28,0.0
2018-01-11,2017-11-28,-0.33999999999999986
2017-12-14,2017-11-29,0.0
2018-01-11,2017-11-29,0.1200000000000001
2017-12-14,2017-11-30,0.0
2018-01-11,2017-11-30,1.2899999999999998
2017-12-14,2017-12-01,0.0
2018-01-11,2017-12-01,0.10000000000000009
2017-12-14,2017-12-04,0.0
2018-01-11,2017-12-04,-0.51
2017-12-14,2017-12-05,0.0
2017-12-14,2017-12-06,0.0
2017-12-14,2017-12-07,0.0
2017-12-14,2017-12-08,0.0
2017-12-14,2017-12-11,0.0
2017-12-14,2017-12-12,0.0
2017-12-14,2017-12-13,0.0
2017-12-14,2017-12-14,0.0
2018-02-08,2017-12-21,0.0
2018-02-08,2017-12-22,-0.3999999999999999
2018-02-08,2017-12-26,0.4500000000000002
2018-02-08,2017-12-27,-1.4700000000000002
2018-03-08,2018-01-22,0.0
2018-03-08,2018-01-23,-1.9100000000000001
2018-03-08,2018-01-24,-0.41999999999999993
2018-04-12,2018-02-01,0.0
2018-04-12,2018-02-02,0.0
2018-04-12,2018-02-05,0.0
2018-04-12,2018-02-06,0.0
2018-04-12,2018-02-07,0.0
2018-04-12,2018-02-08,0.0
2018-04-12,2018-02-09,0.0
2018-04-12,2018-02-12,0.0
2018-04-12,2018-02-13,0.0
2018-04-12,2018-02-14,0.0
2018-04-12,2018-02-19,0.0
2018-04-12,2018-02-20,0.0
2018-04-12,2018-02-21,0.0
2018-04-12,2018-02-22,0.0
2018-04-12,2018-02-23,0.0
2018-04-12,2018-02-26,0.0
2018-04-12,2018-02-27,0.0
2018-04-12,2018-02-28,0.0
2018-04-12,2018-03-02,0.0
2018-04-12,2018-03-05,0.0
2018-05-10,2018-03-05,0.0
2018-04-12,2018-03-06,0.0
2018-05-10,2018-03-06,-1.6499999999999995
2018-04-12,2018-03-07,0.0
2018-05-10,2018-03-07,-0.20000000000000018
2018-04-12,2018-03-08,0.0
2018-04-12,2018-03-09,0.0
2018-04-12,2018-03-12,0.0
2018-04-12,2018-03-13,0.0
2018-04-12,2018-03-14,0.0
2018-04-12,2018-03-15,0.0
2018-04-12,2018-03-16,0.0
2018-04-12,2018-03-19,0.0
2018-04-12,2018-03-20,0.0
2018-04-12,2018-03-21,0.0
2018-04-12,2018-03-22,0.0
2018-04-12,2018-03-23,0.0
2018-05-10,2018-03-23,0.0
2018-04-12,2018-03-26,0.0
2018-05-10,2018-03-26,-0.6200000000000001
2018-04-12,2018-03-27,0.0
2018-05-10,2018-03-27,-0.3199999999999994
2018-04-12,2018-03-28,0.0
2018-05-10,2018-03-28,1.67
2018-04-12,2018-03-29,0.0
2018-05-10,2018-03-29,-1.0
2018-04-12,2018-03-30,0.0
2018-05-10,2018-03-30,0.2699999999999996
2018-06-14,2018-03-30,0.0
2018-04-12,2018-04-02,0.0
2018-05-10,2018-04-02,0.13999999999999968
2018-06-14,2018-04-02,0.0
2018-04-12,2018-04-03,0.0
2018-05-10,2018-04-03,0.4900000000000002
2018-06-14,2018-04-03,0.0
2018-04-12,2018-04-04,0.0
2018-05-10,2018-04-04,2.02
2018-06-14,2018-04-04,0.0
2018-04-12,2018-04-05,0.0
2018-05-10,2018-04-05,-1.21
2018-06-14,2018-04-05,0.0
2018-04-12,2018-04-06,0.0
2018-05-10,2018-04-06,0.5900000000000003
2018-06-14,2018-04-06,0.0
2018-04-12,2018-04-09,0.0
2018-05-10,2018-04-09,-0.43000000000000016
2018-06-14,2018-04-09,0.0
2018-04-12,2018-04-10,0.0
2018-05-10,2018-04-10,0.3799999999999999
2018-06-14,2018-04-10,0.0
2018-04-12,2018-04-11,0.0
2018-05-10,2018-04-11,0.27
2018-06-14,2018-04-11,0.0
2018-04-12,2018-04-12,0.0
2018-05-10,2018-04-12,0.4900000000000002
2018-06-14,2018-04-12,0.0
2018-06-14,2018-04-13,0.0
2018-06-14,2018-04-16,0.0
2018-06-14,2018-04-17,0.0
2018-06-14,2018-04-18,0.0
2018-06-14,2018-04-19,0.0
2018-06-14,2018-04-20,0.0
2018-06-14,2018-04-23,0.0
2018-06-14,2018-04-24,0.0
2018-06-14,2018-04-25,0.0
2018-06-14,2018-04-26,0.0
2018-06-14,2018-04-27,0.0
2018-06-14,2018-04-30,0.0
2018-06-14,2018-05-02,0.0
2018-06-14,2018-05-03,0.0
2018-06-14,2018-05-04,0.0
2018-06-14,2018-05-08,0.0
2018-07-12,2018-05-08,0.0
2018-06-14,2018-05-09,0.0
2018-07-12,2018-05-09,1.570879922894426
2018-06-14,2018-05-10,0.0
2018-07-12,2018-05-10,-0.3999999999999999
2018-06-14,2018-05-11,0.0
2018-06-14,2018-05-14,0.0
2018-06-14,2018-05-15,0.0
2018-06-14,2018-05-16,0.0
2018-06-14,2018-05-17,0.0
2018-06-14,2018-05-18,0.0
2018-06-14,2018-05-21,0.0
2018-06-14,2018-05-23,0.0
2018-06-14,2018-05-24,0.0
2018-06-14,2018-05-25,0.0
2018-06-14,2018-05-28,0.0
2018-06-14,2018-05-29,0.0
2018-06-14,2018-05-30,0.0
2018-07-12,2018-05-30,0.0
2018-06-14,2018-05-31,0.0
2018-07-12,2018-05-31,-0.3599999999999999
2018-06-14,2018-06-01,0.0
2018-07-12,2018-06-01,-0.6699999999999999
2018-06-14,2018-06-04,0.0
2018-07-12,2018-06-04,-0.5499999999999998
2018-06-14,2018-06-05,0.0
2018-07-12,2018-06-05,-0.1900000000000004
2018-06-14,2018-06-07,0.0
2018-07-12,2018-06-07,-1.6799999999999997
2018-06-14,2018-06-08,0.0
2018-06-14,2018-06-11,0.0
2018-06-14,2018-06-12,0.0
2018-06-14,2018-06-14,0.0
2018-08-09,2018-06-15,0.0
2018-08-09,2018-06-18,1.1499999999999995
2018-08-09,2018-06-19,0.8500000000000001
2018-08-09,2018-06-20,-0.3500000000000001
2018-09-13,2018-07-24,0.0
2018-09-13,2018-07-25,0.41000000000000014
2018-09-13,2018-07-26,-0.6099999999999999
2018-09-13,2018-07-27,-0.2900000000000005
2018-09-13,2018-07-30,0.4100000000000006
2018-09-13,2018-07-31,-0.1200000000000001
2018-09-13,2018-08-01,-0.30000000000000027
2018-10-11,2018-08-01,0.0
2018-09-13,2018-08-02,0.0
2018-10-11,2018-08-02,0.0
2018-09-13,2018-08-03,-0.6799999999999997
2018-10-11,2018-08-03,0.0
2018-09-13,2018-08-06,0.22999999999999998
2018-10-11,2018-08-06,0.0
2018-09-13,2018-08-07,-0.8000000000000003
2018-10-11,2018-08-07,0.0
2018-09-13,2018-08-08,0.14000000000000057
2018-10-11,2018-08-08,0.0
2018-09-13,2018-08-09,0.21999999999999975
2018-10-11,2018-08-09,0.0
2018-09-13,2018-08-10,1.56
2018-10-11,2018-08-10,0.0
2018-09-13,2018-08-13,0.8699999999999999
2018-10-11,2018-08-13,0.0
2018-10-11,2018-08-14,0.0
2018-10-11,2018-08-16,0.0
2018-10-11,2018-08-17,0.0
2018-10-11,2018-08-20,0.0
2018-10-11,2018-08-21,0.0
2018-10-11,2018-08-22,0.0
2018-10-11,2018-08-23,0.0
2018-10-11,2018-08-24,0.0
2018-10-11,2018-08-27,0.0
2018-10-11,2018-08-28,0.0
2018-10-11,2018-08-29,0.0
2018-10-11,2018-08-30,0.0
2018-10-11,2018-08-31,0.0
2018-10-11,2018-09-03,0.0
2018-10-11,2018-09-04,0.0
2018-10-11,2018-09-05,0.0
2018-10-11,2018-09-06,0.0
2018-10-11,2018-09-07,0.0
2018-11-08,2018-09-07,0.0
2018-10-11,2018-09-10,0.0
2018-11-08,2018-09-10,-0.33000000000000007
2018-10-11,2018-09-11,0.0
2018-10-11,2018-09-12,0.0
2018-10-11,2018-09-13,0.0
2018-10-11,2018-09-14,0.0
2018-10-11,2018-09-17,0.0
2018-10-11,2018-09-18,0.0
2018-10-11,2018-09-19,0.0
2018-10-11,2018-09-20,0.0
2018-10-11,2018-09-21,0.0
2018-10-11,2018-09-27,0.0
2018-10-11,2018-09-28,0.0
2018-10-11,2018-10-01,0.0
2018-12-13,2018-10-01,0.0
2018-10-11,2018-10-02,0.0
2018-12-13,2018-10-02,0.0
2018-10-11,2018-10-04,0.0
2018-12-13,2018-10-04,0.0
2018-10-11,2018-10-05,0.0
2018-12-13,2018-10-05,0.0
2018-10-11,2018-10-08,0.0
2018-12-13,2018-10-08,0.0
2018-10-11,2018-10-10,0.0
2018-12-13,2018-10-10,0.0
2018-10-11,2018-10-11,0.0
2018-12-13,2018-10-11,0.0
2018-12-13,2018-10-12,0.0
2018-12-13,2018-10-15,0.0
2018-12-13,2018-10-16,0.0
2018-12-13,2018-10-17,0.0
2018-12-13,2018-10-18,0.0
2018-12-13,2018-10-19,0.0
2018-12-13,2018-10-22,0.0
2018-12-13,2018-10-23,0.0
2018-12-13,2018-10-24,0.0
2018-12-13,2018-10-25,0.0
2018-12-13,2018-10-26,0.0
2018-12-13,2018-10-29,0.0
2018-12-13,2018-10-30,0.0
2018-12-13,2018-10-31,0.0
2018-12-13,2018-11-01,0.0
2018-12-13,2018-11-02,0.0
2018-12-13,2018-11-05,0.0
2018-12-13,2018-11-06,0.0
2018-12-13,2018-11-07,0.0
2018-12-13,2018-11-08,0.0
2018-12-13,2018-11-09,0.0
2018-12-13,2018-11-12,0.0
2018-12-13,2018-11-13,0.0
2018-12-13,2018-11-14,0.0
2018-12-13,2018-11-15,0.0
2018-12-13,2018-11-16,0.0
2018-12-13,2018-11-19,0.0
2018-12-13,2018-11-20,0.0
2018-12-13,2018-11-21,0.0
2019-01-10,2018-11-21,0.0
2018-12-13,2018-11-22,0.0
2019-01-10,2018-11-22,0.29000000000000004
2018-12-13,2018-11-23,0.0
2019-01-10,2018-11-23,0.6199999999999997
2018-12-13,2018-11-26,0.0
2019-01-10,2018-11-26,-0.9099999999999997
2018-12-13,2018-11-27,0.0
2019-01-10,2018-11-27,-0.7000000000000002
2018-12-13,2018-11-28,0.0
2019-01-10,2018-11-28,-0.77
2018-12-13,2018-11-29,0.0
2019-01-10,2018-11-29,-0.3799999999999999
2018-12-13,2018-11-30,0.0
2018-12-13,2018-12-03,0.0
2018-12-13,2018-12-04,0.0
2018-12-13,2018-12-05,0.0
2018-12-13,2018-12-06,0.0
2018-12-13,2018-12-07,0.0
2018-12-13,2018-12-10,0.0
2019-02-14,2018-12-10,0.0
2018-12-13,2018-12-11,0.0
2019-02-14,2018-12-11,0.4399999999999995
2018-12-13,2018-12-12,0.0
2018-12-13,2018-12-13,0.0
2019-03-14,2018-12-28,0.0
2019-03-14,2019-01-02,0.0
2019-03-14,2019-01-03,0.0
2019-03-14,2019-01-04,0.0
2019-03-14,2019-01-07,0.0
2019-03-14,2019-01-08,0.0
2019-03-14,2019-01-09,0.0
2019-03-14,2019-01-10,0.0
2019-03-14,2019-01-11,0.0
2019-03-14,2019-01-14,0.0
2019-03-14,2019-01-15,0.0
2019-03-14,2019-01-16,0.0
2019-03-14,2019-01-17,0.0
2019-03-14,2019-01-18,0.0
2019-03-14,2019-01-21,0.0
2019-03-14,2019-01-22,0.0
2019-03-14,2019-01-23,0.0
2019-03-14,2019-01-24,0.0
2019-03-14,2019-01-25,0.0
2019-03-14,2019-01-28,0.0
2019-03-14,2019-01-29,0.0
2019-03-14,2019-01-30,0.0
2019-03-14,2019-01-31,0.0
2019-03-14,2019-02-01,0.0
2019-03-14,2019-02-07,0.0
2019-03-14,2019-02-08,0.0
2019-04-11,2019-02-08,0.0
2019-03-14,2019-02-11,0.0
2019-04-11,2019-02-11,0.20999999999999996
2019-03-14,2019-02-12,0.0
2019-04-11,2019-02-12,-0.8699999999999997
2019-03-14,2019-02-13,0.0
2019-04-11,2019-02-13,-0.6900000000000004
2019-03-14,2019-02-14,0.0
2019-04-11,2019-02-14,-0.5599999999999996
2019-03-14,2019-02-15,0.0
2019-03-14,2019-02-18,0.0
2019-03-14,2019-02-19,0.0
2019-03-14,2019-02-20,0.0
2019-03-14,2019-02-21,0.0
2019-03-14,2019-02-22,0.0
2019-03-14,2019-02-25,0.0
2019-03-14,2019-02-26,0.0
2019-03-14,2019-02-27,0.0
2019-03-14,2019-02-28,0.0
2019-04-11,2019-02-28,0.0
2019-03-14,2019-03-04,0.0
2019-04-11,2019-03-04,0.69
2019-03-14,2019-03-05,0.0
2019-04-11,2019-03-05,0.8800000000000001
2019-03-14,2019-03-06,0.0
2019-04-11,2019-03-06,0.14000000000000012
2019-03-14,2019-03-07,0.0
2019-03-14,2019-03-08,0.0
2019-03-14,2019-03-11,0.0
2019-03-14,2019-03-12,0.0
2019-03-14,2019-03-13,0.0
2019-03-14,2019-03-14,0.0
2019-05-09,2019-03-27,0.0
2019-05-09,2019-03-28,0.54
2019-05-09,2019-03-29,-0.17000000000000037
2019-06-13,2019-04-22,0.0
2019-06-13,2019-04-23,-0.1499999999999999
2019-06-13,2019-04-24,1.17
2019-07-11,2019-04-30,0.0
2019-07-11,2019-05-02,0.0
2019-07-11,2019-05-03,0.0
2019-07-11,2019-05-07,0.0
2019-07-11,2019-05-08,0.0
2019-07-11,2019-05-09,0.0
2019-07-11,2019-05-10,0.0
2019-07-11,2019-05-13,0.0
2019-07-11,2019-05-14,0.0
2019-07-11,2019-05-15,0.0
2019-07-11,2019-05-16,0.0
2019-07-11,2019-05-17,0.0
2019-07-11,2019-05-20,0.0
2019-07-11,2019-05-21,0.0
2019-07-11,2019-05-22,0.0
2019-07-11,2019-05-23,0.0
2019-07-11,2019-05-24,0.0
2019-07-11,2019-05-27,0.0
2019-07-11,2019-05-28,0.0
2019-07-11,2019-05-29,0.0
2019-07-11,2019-05-30,0.0
2019-07-11,2019-05-31,0.0
2019-08-08,2019-05-31,0.0
2019-07-11,2019-06-03,0.0
2019-08-08,2019-06-03,0.0
2019-07-11,2019-06-04,0.0
2019-08-08,2019-06-04,0.0
2019-07-11,2019-06-05,0.0
2019-08-08,2019-06-05,0.0
2019-07-11,2019-06-07,0.0
2019-08-08,2019-06-07,0.0
2019-07-11,2019-06-10,0.0
2019-08-08,2019-06-10,0.0
2019-07-11,2019-06-11,0.0
2019-08-08,2019-06-11,0.0
2019-07-11,2019-06-12,0.0
2019-08-08,2019-06-12,0.0
2019-07-11,2019-06-13,0.0
2019-08-08,2019-06-13,0.0
2019-07-11,2019-06-14,0.0
2019-08-08,2019-06-14,0.0
2019-07-11,2019-06-17,0.0
2019-08-08,2019-06-17,0.0
2019-07-11,2019-06-18,0.0
2019-08-08,2019-06-18,0.0
2019-07-11,2019-06-19,0.0
2019-08-08,2019-06-19,0.0
2019-07-11,2019-06-20,0.0
2019-08-08,2019-06-20,0.0
2019-07-11,2019-06-21,0.0
2019-08-08,2019-06-21,0.0
2019-07-11,2019-06-24,0.0
2019-08-08,2019-06-24,0.0
2019-07-11,2019-06-25,0.0
2019-08-08,2019-06-25,0.0
2019-07-11,2019-06-26,0.0
2019-08-08,2019-06-26,0.0
2019-07-11,2019-06-27,0.0
2019-08-08,2019-06-27,0.0
2019-07-11,2019-06-28,0.0
2019-08-08,2019-06-28,0.0
2019-07-11,2019-07-01,0.0
2019-08-08,2019-07-01,0.0
2019-07-11,2019-07-02,0.0
2019-08-08,2019-07-02,0.0
2019-07-11,2019-07-03,0.0
2019-08-08,2019-07-03,0.0
2019-07-11,2019-07-04,0.0
2019-08-08,2019-07-04,0.0
2019-07-11,2019-07-05,0.0
2019-08-08,2019-07-05,0.0
2019-07-11,2019-07-08,0.0
2019-08-08,2019-07-08,0.0
2019-07-11,2019-07-09,0.0
2019-08-08,2019-07-09,0.0
2019-07-11,2019-07-10,0.0
2019-08-08,2019-07-10,0.0
2019-07-11,2019-07-11,0.0
2019-08-08,2019-07-11,0.0
2019-08-08,2019-07-12,0.0
2019-08-08,2019-07-15,0.0
2019-08-08,2019-07-16,0.0
2019-08-08,2019-07-17,0.0
2019-08-08,2019-07-18,0.0
2019-08-08,2019-07-19,0.0
2019-08-08,2019-07-22,0.0
2019-08-08,2019-07-23,0.0
2019-08-08,2019-07-24,0.0
2019-08-08,2019-07-25,0.0
2019-08-08,2019-07-26,0.0
2019-08-08,2019-07-29,0.0
2019-09-11,2019-07-29,0.0
2019-08-08,2019-07-30,0.0
2019-09-11,2019-07-30,-0.3200000000000003
2019-08-08,2019-07-31,0.0
2019-09-11,2019-07-31,0.9600000000000004
2019-08-08,2019-08-01,0.0
2019-09-11,2019-08-01,0.2999999999999998
2019-08-08,2019-08-02,0.0
2019-08-08,2019-08-05,0.0
2019-08-08,2019-08-06,0.0
2019-08-08,2019-08-07,0.0
2019-08-08,2019-08-08,0.0
2019-10-10,2019-08-26,0.0
2019-10-10,2019-08-27,-0.2400000000000002
2019-10-10,2019-08-28,-1.0599999999999996
2019-10-10,2019-08-29,0.6499999999999995
2019-10-10,2019-08-30,-2.3499999999999996
2019-11-14,2019-09-26,0.0
2019-11-14,2019-09-27,1.2
2019-11-14,2019-09-30,-0.6300000000000001
2019-11-14,2019-10-01,-0.2799999999999998
2019-12-12,2019-10-01,0.0
2019-11-14,2019-10-02,1.71
2019-12-12,2019-10-02,0.0
2019-12-12,2019-10-04,0.0
2019-12-12,2019-10-07,0.0
2019-12-12,2019-10-08,0.0
2019-12-12,2019-10-10,0.0
2019-12-12,2019-10-11,0.0
2019-12-12,2019-10-14,0.0
2019-12-12,2019-10-15,0.0
2019-12-12,2019-10-16,0.0
2019-12-12,2019-10-17,0.0
2019-12-12,2019-10-18,0.0
2019-12-12,2019-10-21,0.0
2019-12-12,2019-10-22,0.0
2019-12-12,2019-10-23,0.0
2019-12-12,2019-10-24,0.0
2019-12-12,2019-10-25,0.0
2019-12-12,2019-10-28,0.0
2019-12-12,2019-10-29,0.0
2019-12-12,2019-10-30,0.0
2019-12-12,2019-10-31,0.0
2019-12-12,2019-11-01,0.0
2019-12-12,2019-11-04,0.0
2019-12-12,2019-11-05,0.0
2019-12-12,2019-11-06,0.0
2019-12-12,2019-11-07,0.0
2019-12-12,2019-11-08,0.0
2019-12-12,2019-11-11,0.0
2020-01-09,2019-11-11,0.0
2019-12-12,2019-11-12,0.0
2020-01-09,2019-11-12,-0.29000000000000004
