,,"weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.2_1_[1, 999]_[0, 999]_1","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2","weekly_thu_C_delta_0.1_1_[1, 999]_[0, 999]_-2"
2023-10-27,2023-10-26,C,2311W1,315.0,KR4209C03151,코스피위클리 C 2311W1 315.0,0.83,1.15,1.39,0.73,17.1,55964,13676357500,1941,2023-11-02,6,309.68,310.43,307.24,308.53,20.02,3.5,307.5,7.5,0.81,0.202,0.038,-0.147,0.12,1,0.81,C,2311W1,320.0,KR4209C03201,코스피위클리 C 2311W1 320.0,0.2,0.35,0.39,0.18,16.9,71425,4611585000,2016,2023-11-02,6,309.68,310.43,307.24,308.53,20.02,3.5,307.5,12.5,0.2,-0.128,-0.034,0.13,-0.108,1,-0.4
2023-10-30,2023-10-26,C,2311W1,315.0,KR4209C03151,코스피위클리 C 2311W1 315.0,0.67,0.37,0.85,0.32,20.2,89518,13699650000,5404,2023-11-02,3,307.01,310.12,306.89,308.95,20.03,3.5,310.0,5.0,0.66,0.187,0.041,-0.22,0.087,1,0.66,C,2311W1,320.0,KR4209C03201,코스피위클리 C 2311W1 320.0,0.12,0.08,0.15,0.06,19.6,53571,1534672500,5384,2023-11-02,3,307.01,310.12,306.89,308.95,20.03,3.5,310.0,10.0,0.12,-0.092,-0.03,0.154,-0.062,1,-0.24
2023-10-31,2023-10-26,C,2311W1,315.0,KR4209C03151,코스피위클리 C 2311W1 315.0,0.1,0.83,1.06,0.07,19.6,248895,21078225000,13222,2023-11-02,2,310.49,311.58,305.14,305.56,19.89,3.5,305.0,10.0,0.1,0.046,0.018,-0.087,0.027,1,0.1,C,2311W1,320.0,KR4209C03201,코스피위클리 C 2311W1 320.0,0.01,0.15,0.2,0.01,20.1,143120,2503647500,21517,2023-11-02,2,310.49,311.58,305.14,305.56,19.89,3.5,305.0,15.0,0.01,-0.012,-0.006,0.032,-0.01,1,-0.02
2023-11-01,2023-10-26,C,2311W1,315.0,KR4209C03151,코스피위클리 C 2311W1 315.0,0.11,0.04,0.33,0.04,15.3,328638,10264287500,25310,2023-11-02,1,307.55,310.41,307.33,309.71,18.79,3.5,310.0,5.0,0.11,0.07,0.038,-0.118,0.031,1,0.11,C,2311W1,320.0,KR4209C03201,코스피위클리 C 2311W1 320.0,0.01,0.01,0.03,0.01,18.2,37622,130100000,30390,2023-11-02,1,307.55,310.41,307.33,309.71,18.79,3.5,310.0,10.0,0.01,-0.016,-0.01,0.046,-0.01,1,-0.02
2023-11-02,2023-10-26,C,2311W1,315.0,KR4209C03151,코스피위클리 C 2311W1 315.0,0.38,0.97,1.6,0.12,3.0,379513,63093767500,0,2023-11-02,0,314.59,316.51,314.12,315.16,17.49,3.5,315.0,0.0,0.160000000000025,0.956,0.987,-0.121,0.003,1,0.160000000000025,C,2311W1,320.0,KR4209C03201,코스피위클리 C 2311W1 320.0,0.01,0.02,0.05,0.01,13.4,177913,890280000,0,2023-11-02,0,314.59,316.51,314.12,315.16,17.49,3.5,315.0,5.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-11-09,2023-11-09,C,2311W3,332.5,KR4209C13325,코스피위클리 C 2311W3 332.5,0.88,0.73,1.07,0.54,16.6,2991,615572500,978,2023-11-16,7,324.38,326.89,323.32,325.29,16.84,3.5,325.0,7.5,0.87,0.198,0.035,-0.139,0.134,1,0.87,C,2311W3,335.0,KR4209C13358,코스피위클리 C 2311W3 335.0,0.47,0.44,0.61,0.3,16.4,6275,735085000,1708,2023-11-16,7,324.38,326.89,323.32,325.29,16.84,3.5,325.0,10.0,0.47,-0.242,-0.052,0.2,-0.194,1,-0.94
2023-11-10,2023-11-09,C,2311W3,332.5,KR4209C13325,코스피위클리 C 2311W3 332.5,0.33,0.4,0.4,0.19,14.9,26336,1754737500,1625,2023-11-16,6,322.78,324.18,321.26,323.75,17.13,3.5,325.0,7.5,0.34,0.106,0.027,-0.087,0.082,1,0.34,C,2311W3,335.0,KR4209C13358,코스피위클리 C 2311W3 335.0,0.15,0.21,0.21,0.09,14.9,14544,476950000,3458,2023-11-16,6,322.78,324.18,321.26,323.75,17.13,3.5,325.0,10.0,0.15,-0.106,-0.032,0.104,-0.098,1,-0.3
2023-11-13,2023-11-09,C,2311W3,332.5,KR4209C13325,코스피위클리 C 2311W3 332.5,0.2,0.77,0.88,0.1,18.1,58130,4000990000,7059,2023-11-16,3,326.78,327.63,322.64,323.31,17.68,3.5,322.5,10.0,0.2,0.074,0.023,-0.107,0.047,1,0.2,C,2311W3,335.0,KR4209C13358,코스피위클리 C 2311W3 335.0,0.07,0.36,0.4,0.03,17.9,30944,1102692500,7826,2023-11-16,3,326.78,327.63,322.64,323.31,17.68,3.5,322.5,12.5,0.07,-0.062,-0.024,0.106,-0.048,1,-0.14
2023-11-14,2023-11-09,C,2311W3,332.5,KR4209C13325,코스피위클리 C 2311W3 332.5,0.35,0.26,0.58,0.24,17.5,171532,16994255000,11348,2023-11-16,2,326.12,327.8,325.8,326.57,17.35,3.5,327.5,5.0,0.35,0.134,0.042,-0.186,0.064,1,0.35,C,2311W3,335.0,KR4209C13358,코스피위클리 C 2311W3 335.0,0.12,0.09,0.23,0.08,17.4,131364,4787460000,11788,2023-11-16,2,326.12,327.8,325.8,326.57,17.35,3.5,327.5,7.5,0.12,-0.112,-0.044,0.194,-0.066,1,-0.24
2023-11-15,2023-11-09,C,2311W3,332.5,KR4209C13325,코스피위클리 C 2311W3 332.5,2.35,2.3,3.24,1.11,14.8,102463,48570857500,7608,2023-11-16,1,333.15,333.97,330.99,333.96,17.24,3.5,335.0,-2.5,2.34,0.664,0.1,-0.334,0.09,1,2.34,C,2311W3,335.0,KR4209C13358,코스피위클리 C 2311W3 335.0,1.04,0.97,1.7,0.45,14.9,280708,59102250000,13083,2023-11-16,1,333.15,333.97,330.99,333.96,17.24,3.5,335.0,0.0,1.03,-0.796,-0.21,0.71,-0.19,1,-2.06
2023-11-16,2023-11-09,C,2311W3,332.5,KR4209C13325,코스피위클리 C 2311W3 332.5,1.39,1.57,2.45,0.65,9.8,196727,61401580000,0,2023-11-16,0,333.52,334.9,332.16,334.31,16.98,3.5,335.0,-2.5,1.8100000000000023,1.0,0.0,0.0,0.0,1,1.8100000000000023,C,2311W3,335.0,KR4209C13358,코스피위클리 C 2311W3 335.0,0.02,0.45,0.85,0.01,4.9,511548,26629205000,0,2023-11-16,0,333.52,334.9,332.16,334.31,16.98,3.5,335.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-11-16,2023-11-16,C,2311W4,340.0,KR4209C23407,코스피위클리 C 2311W4 340.0,0.89,1.01,1.24,0.67,14.1,1134,263492500,460,2023-11-23,7,333.52,334.9,332.16,334.31,16.98,3.5,335.0,5.0,0.89,0.223,0.043,-0.13,0.148,1,0.89,C,2311W4,345.0,KR4209C23456,코스피위클리 C 2311W4 345.0,0.28,0.31,0.39,0.19,14.9,1443,94785000,843,2023-11-23,7,333.52,334.9,332.16,334.31,16.98,3.5,335.0,10.0,0.28,-0.168,-0.042,0.142,-0.152,1,-0.56
2023-11-17,2023-11-16,C,2311W4,340.0,KR4209C23407,코스피위클리 C 2311W4 340.0,0.43,0.95,0.99,0.3,14.5,37592,5240357500,2000,2023-11-23,6,332.91,333.71,331.16,332.06,16.55,3.5,332.5,7.5,0.42,0.129,0.031,-0.1,0.097,1,0.42,C,2311W4,345.0,KR4209C23456,코스피위클리 C 2311W4 345.0,0.09,0.19,0.27,0.06,14.9,28955,956572500,4184,2023-11-23,6,332.91,333.71,331.16,332.06,16.55,3.5,332.5,12.5,0.09,-0.07,-0.022,0.076,-0.072,1,-0.18
2023-11-20,2023-11-16,C,2311W4,340.0,KR4209C23407,코스피위클리 C 2311W4 340.0,0.57,0.27,0.76,0.15,17.1,62606,7301490000,4459,2023-11-23,3,331.3,335.56,331.05,334.23,16.68,3.5,335.0,5.0,0.57,0.177,0.043,-0.194,0.091,1,0.57,C,2311W4,345.0,KR4209C23456,코스피위클리 C 2311W4 345.0,0.09,0.05,0.13,0.02,16.9,29557,535877500,5633,2023-11-23,3,331.3,335.56,331.05,334.23,16.68,3.5,335.0,10.0,0.09,-0.078,-0.028,0.124,-0.06,1,-0.18
2023-11-21,2023-11-16,C,2311W4,340.0,KR4209C23407,코스피위클리 C 2311W4 340.0,0.66,1.05,1.2,0.55,15.4,206592,42270817500,7678,2023-11-23,2,336.12,337.75,335.64,336.57,16.18,3.5,337.5,2.5,0.67,0.242,0.067,-0.245,0.095,1,0.67,C,2311W4,345.0,KR4209C23456,코스피위클리 C 2311W4 345.0,0.07,0.18,0.21,0.05,15.2,111720,3151950000,10369,2023-11-23,2,336.12,337.75,335.64,336.57,16.18,3.5,337.5,7.5,0.07,-0.078,-0.036,0.13,-0.052,1,-0.14
2023-11-22,2023-11-16,C,2311W4,340.0,KR4209C23407,코스피위클리 C 2311W4 340.0,0.34,0.16,0.5,0.05,13.7,206985,10571782500,12273,2023-11-23,1,334.08,337.56,333.46,336.81,15.88,3.5,337.5,2.5,0.34,0.183,0.078,-0.226,0.066,1,0.34,C,2311W4,345.0,KR4209C23456,코스피위클리 C 2311W4 345.0,0.01,0.01,0.03,0.01,13.7,47367,232670000,17024,2023-11-23,1,334.08,337.56,333.46,336.81,15.88,3.5,337.5,7.5,0.01,-0.02,-0.014,0.044,-0.012,1,-0.02
2023-11-23,2023-11-16,C,2311W4,340.0,KR4209C23407,코스피위클리 C 2311W4 340.0,0.01,0.12,0.18,0.01,8.2,316600,5038547500,0,2023-11-23,0,337.46,338.02,335.79,336.91,15.13,3.5,337.5,2.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2311W4,345.0,KR4209C23456,코스피위클리 C 2311W4 345.0,0.01,0.01,0.01,0.01,20.8,11034,27585000,0,2023-11-23,0,337.46,338.02,335.79,336.91,15.13,3.5,337.5,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-11-23,2023-11-23,C,2311W5,342.5,KR4209C33422,코스피위클리 C 2311W5 342.5,0.72,1.06,1.06,0.52,12.6,1162,208630000,426,2023-11-30,7,337.46,338.02,335.79,336.91,15.13,3.5,337.5,5.0,0.71,0.203,0.045,-0.111,0.141,1,0.71,C,2311W5,345.0,KR4209C33455,코스피위클리 C 2311W5 345.0,0.34,0.46,0.55,0.24,12.7,1013,92375000,386,2023-11-30,7,337.46,338.02,335.79,336.91,15.13,3.5,337.5,7.5,0.34,-0.226,-0.06,0.152,-0.19,1,-0.68
2023-11-24,2023-11-23,C,2311W5,342.5,KR4209C33422,코스피위클리 C 2311W5 342.5,0.2,0.59,0.79,0.2,12.3,39719,4116525000,3007,2023-11-30,6,337.26,337.88,334.0,334.0,15.04,3.5,335.0,7.5,0.2,0.077,0.025,-0.059,0.067,1,0.2,C,2311W5,345.0,KR4209C33455,코스피위클리 C 2311W5 345.0,0.07,0.26,0.36,0.07,12.4,39024,1731292500,5807,2023-11-30,6,337.26,337.88,334.0,334.0,15.04,3.5,335.0,10.0,0.07,-0.066,-0.026,0.06,-0.068,1,-0.14
2023-11-27,2023-11-23,C,2311W5,342.5,KR4209C33422,코스피위클리 C 2311W5 342.5,0.07,0.14,0.27,0.05,13.8,55858,2045632500,9263,2023-11-30,3,334.42,336.04,332.58,333.67,15.2,3.5,332.5,10.0,0.07,0.038,0.017,-0.05,0.029,1,0.07,C,2311W5,345.0,KR4209C33455,코스피위클리 C 2311W5 345.0,0.03,0.06,0.09,0.01,14.9,30785,311100000,9040,2023-11-30,3,334.42,336.04,332.58,333.67,15.2,3.5,332.5,12.5,0.03,-0.034,-0.016,0.056,-0.03,1,-0.06
2023-11-28,2023-11-23,C,2311W5,342.5,KR4209C33422,코스피위클리 C 2311W5 342.5,0.27,0.09,0.27,0.06,13.8,113498,3924805000,9566,2023-11-30,2,335.15,337.65,334.49,337.52,15.35,3.5,337.5,5.0,0.27,0.127,0.049,-0.146,0.064,1,0.27,C,2311W5,345.0,KR4209C33455,코스피위클리 C 2311W5 345.0,0.07,0.03,0.08,0.02,13.7,46715,444975000,10605,2023-11-30,2,335.15,337.65,334.49,337.52,15.35,3.5,337.5,7.5,0.07,-0.082,-0.042,0.124,-0.054,1,-0.14
2023-11-29,2023-11-23,C,2311W5,342.5,KR4209C33422,코스피위클리 C 2311W5 342.5,0.04,0.19,0.19,0.01,12.7,178699,2301610000,22263,2023-11-30,1,336.64,337.1,334.34,336.62,14.6,3.5,337.5,5.0,0.04,0.035,0.024,-0.061,0.019,1,0.04,C,2311W5,345.0,KR4209C33455,코스피위클리 C 2311W5 345.0,0.01,0.03,0.04,0.01,13.9,64645,244617500,21656,2023-11-30,1,336.64,337.1,334.34,336.62,14.6,3.5,337.5,7.5,0.01,-0.018,-0.014,0.042,-0.012,1,-0.02
2023-11-30,2023-11-23,C,2311W5,342.5,KR4209C33422,코스피위클리 C 2311W5 342.5,0.01,0.01,0.01,0.01,12.6,20270,116892500,0,2023-11-30,0,335.61,338.43,334.9,338.43,14.46,3.5,337.5,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2311W5,345.0,KR4209C33455,코스피위클리 C 2311W5 345.0,0.01,0.01,0.01,0.01,17.9,4773,11932500,0,2023-11-30,0,335.61,338.43,334.9,338.43,14.46,3.5,337.5,7.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-11-30,2023-11-30,C,2312W1,345.0,KR4209C43454,코스피위클리 C 2312W1 345.0,0.66,0.31,0.66,0.22,13.5,3600,306467500,1144,2023-12-07,7,335.61,338.43,334.9,338.43,14.46,3.5,337.5,7.5,0.66,0.18,0.039,-0.111,0.132,1,0.66,C,2312W1,347.5,KR4209C43470,코스피위클리 C 2312W1 347.5,0.32,0.15,0.32,0.1,13.5,7291,268955000,3643,2023-12-07,7,335.61,338.43,334.9,338.43,14.46,3.5,337.5,10.0,0.32,-0.202,-0.052,0.15,-0.178,1,-0.64
2023-12-01,2023-11-30,C,2312W1,345.0,KR4209C43454,코스피위클리 C 2312W1 345.0,0.15,0.42,0.42,0.11,13.4,31026,1533497500,4715,2023-12-07,6,336.71,336.73,334.41,334.8,14.5,3.5,335.0,10.0,0.15,0.058,0.019,-0.051,0.054,1,0.15,C,2312W1,347.5,KR4209C43470,코스피위클리 C 2312W1 347.5,0.06,0.17,0.19,0.05,13.4,20149,437465000,4093,2023-12-07,6,336.71,336.73,334.41,334.8,14.5,3.5,335.0,12.5,0.06,-0.05,-0.018,0.052,-0.054,1,-0.12
2023-12-04,2023-11-30,C,2312W1,345.0,KR4209C43454,코스피위클리 C 2312W1 345.0,0.1,0.19,0.27,0.09,14.6,44589,1811695000,7133,2023-12-07,3,337.2,337.76,335.63,336.14,14.61,3.5,335.0,10.0,0.1,0.048,0.019,-0.064,0.035,1,0.1,C,2312W1,347.5,KR4209C43470,코스피위클리 C 2312W1 347.5,0.03,0.08,0.1,0.03,14.8,15608,250275000,4325,2023-12-07,3,337.2,337.76,335.63,336.14,14.61,3.5,335.0,12.5,0.03,-0.034,-0.016,0.056,-0.03,1,-0.06
2023-12-05,2023-11-30,C,2312W1,345.0,KR4209C43454,코스피위클리 C 2312W1 345.0,0.01,0.02,0.04,0.01,15.9,42927,261067500,12269,2023-12-07,2,335.21,335.27,332.61,332.85,14.84,3.5,332.5,12.5,0.01,0.007,0.004,-0.015,0.006,1,0.01,C,2312W1,347.5,KR4209C43470,코스피위클리 C 2312W1 347.5,0.01,0.01,0.01,0.01,18.2,12181,38332500,9476,2023-12-07,2,335.21,335.27,332.61,332.85,14.84,3.5,332.5,15.0,0.01,-0.01,-0.006,0.026,-0.008,1,-0.02
2023-12-06,2023-11-30,C,2312W1,345.0,KR4209C43454,코스피위클리 C 2312W1 345.0,0.01,0.01,0.01,0.01,18.7,2963,7407500,14717,2023-12-07,1,334.3,335.47,333.45,333.45,14.56,3.5,332.5,12.5,0.01,0.007,0.004,-0.024,0.005,1,0.01,C,2312W1,347.5,KR4209C43470,코스피위클리 C 2312W1 347.5,0.01,0.01,0.01,0.01,20.9,153,382500,9449,2023-12-07,1,334.3,335.47,333.45,333.45,14.56,3.5,332.5,15.0,0.01,-0.008,-0.004,0.03,-0.006,1,-0.02
2023-12-07,2023-11-30,C,2312W1,345.0,KR4209C43454,코스피위클리 C 2312W1 345.0,0.01,0.01,0.01,0.01,28.9,31,77500,0,2023-12-07,0,332.95,333.96,331.42,332.67,16.85,3.5,332.5,12.5,0.0,0.0,0.0,0.0,0.0,1,0.0,C,2312W1,347.5,KR4209C43470,코스피위클리 C 2312W1 347.5,0.01,0.01,0.01,0.01,30.8,1,2500,0,2023-12-07,0,332.95,333.96,331.42,332.67,16.85,3.5,332.5,15.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-12-14,2023-12-14,C,2312W3,347.5,KR4209C53479,코스피위클리 C 2312W3 347.5,0.58,0.75,1.11,0.4,12.3,7725,1413842500,1003,2023-12-21,7,341.97,342.68,339.39,341.33,14.11,3.5,342.5,5.0,0.58,0.176,0.042,-0.1,0.131,1,0.58,C,2312W3,350.0,KR4209C53503,코스피위클리 C 2312W3 350.0,0.27,0.44,0.58,0.19,12.3,4753,422565000,654,2023-12-21,7,341.97,342.68,339.39,341.33,14.11,3.5,342.5,7.5,0.27,-0.184,-0.054,0.128,-0.168,1,-0.54
2023-12-15,2023-12-14,C,2312W3,347.5,KR4209C53479,코스피위클리 C 2312W3 347.5,0.88,0.56,2.07,0.56,11.1,24471,7753312500,3012,2023-12-21,6,343.43,345.68,342.94,343.99,13.98,3.5,345.0,2.5,0.87,0.271,0.063,-0.125,0.158,1,0.87,C,2312W3,350.0,KR4209C53503,코스피위클리 C 2312W3 350.0,0.41,0.24,1.17,0.24,11.3,42549,7669942500,3055,2023-12-21,6,343.43,345.68,342.94,343.99,13.98,3.5,345.0,5.0,0.4,-0.29,-0.084,0.176,-0.218,1,-0.8
2023-12-18,2023-12-14,C,2312W3,347.5,KR4209C53479,코스피위클리 C 2312W3 347.5,0.72,0.73,1.13,0.42,14.6,76255,12814097500,5749,2023-12-21,3,344.36,344.51,342.23,343.5,14.27,3.5,342.5,5.0,0.71,0.234,0.058,-0.201,0.11,1,0.71,C,2312W3,350.0,KR4209C53503,코스피위클리 C 2312W3 350.0,0.3,0.34,0.53,0.17,14.6,56035,3898835000,6228,2023-12-21,3,344.36,344.51,342.23,343.5,14.27,3.5,342.5,7.5,0.3,-0.232,-0.074,0.256,-0.14,1,-0.6
2023-12-19,2023-12-14,C,2312W3,347.5,KR4209C53479,코스피위클리 C 2312W3 347.5,0.38,0.49,0.49,0.21,12.1,125847,10311677500,9308,2023-12-21,2,343.18,344.15,342.17,343.95,13.85,3.5,345.0,2.5,0.37,0.183,0.07,-0.167,0.083,1,0.37,C,2312W3,350.0,KR4209C53503,코스피위클리 C 2312W3 350.0,0.11,0.18,0.18,0.06,12.5,81449,1993405000,11968,2023-12-21,2,343.18,344.15,342.17,343.95,13.85,3.5,345.0,5.0,0.11,-0.132,-0.066,0.166,-0.08,1,-0.22
2023-12-20,2023-12-14,C,2312W3,347.5,KR4209C53479,코스피위클리 C 2312W3 347.5,2.85,0.96,3.52,0.94,9.5,110257,45431675000,5971,2023-12-21,1,346.67,350.4,346.22,350.11,14.78,3.5,350.0,-2.5,2.85,0.863,0.089,-0.135,0.057,1,2.85,C,2312W3,350.0,KR4209C53503,코스피위클리 C 2312W3 350.0,1.46,0.27,1.75,0.27,13.1,230417,43540485000,7780,2023-12-21,1,346.67,350.4,346.22,350.11,14.78,3.5,350.0,0.0,1.44,-1.046,-0.234,0.676,-0.206,1,-2.88
2023-12-21,2023-12-14,C,2312W3,347.5,KR4209C53479,코스피위클리 C 2312W3 347.5,1.1,0.91,2.26,0.31,8.0,273388,59987945000,0,2023-12-21,0,348.25,349.78,346.7,348.78,14.93,3.5,350.0,-2.5,1.2799999999999727,1.0,0.0,0.0,0.0,1,1.2799999999999727,C,2312W3,350.0,KR4209C53503,코스피위클리 C 2312W3 350.0,0.01,0.2,0.6,0.01,4.8,447799,18051620000,0,2023-12-21,0,348.25,349.78,346.7,348.78,14.93,3.5,350.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-12-21,2023-12-21,C,2312W4,355.0,KR4209C63551,코스피위클리 C 2312W4 355.0,0.32,0.64,0.64,0.19,14.8,2228,171637500,890,2023-12-28,7,348.25,349.78,346.7,348.78,14.93,3.5,350.0,5.0,0.97,0.223,0.039,-0.143,0.154,1,0.97,C,2312W4,360.0,KR4209C63601,코스피위클리 C 2312W4 360.0,0.08,0.07,0.11,0.04,15.4,928,16910000,555,2023-12-28,7,348.25,349.78,346.7,348.78,14.93,3.5,350.0,10.0,0.33,-0.18,-0.04,0.16,-0.168,1,-0.66
2023-12-22,2023-12-21,C,2312W4,355.0,KR4209C63551,코스피위클리 C 2312W4 355.0,0.34,0.57,1.07,0.28,15.7,36369,4787980000,3012,2023-12-28,6,351.68,352.33,349.15,349.15,14.97,3.5,350.0,5.0,1.03,0.235,0.04,-0.167,0.149,1,1.03,C,2312W4,360.0,KR4209C63601,코스피위클리 C 2312W4 360.0,0.06,0.15,0.3,0.05,15.2,18527,685462500,3202,2023-12-28,6,351.68,352.33,349.15,349.15,14.97,3.5,350.0,10.0,0.26,-0.158,-0.04,0.154,-0.142,1,-0.52
2023-12-26,2023-12-21,C,2312W4,355.0,KR4209C63551,코스피위클리 C 2312W4 355.0,0.42,0.42,0.53,0.11,23.2,57149,3162055000,7053,2023-12-28,2,350.57,351.16,349.0,350.43,16.25,3.5,350.0,5.0,1.25,0.277,0.045,-0.411,0.106,1,1.25,C,2312W4,360.0,KR4209C63601,코스피위클리 C 2312W4 360.0,0.12,0.06,0.12,0.01,24.4,24322,212605000,11250,2023-12-28,2,350.57,351.16,349.0,350.43,16.25,3.5,350.0,10.0,0.44,-0.232,-0.05,0.506,-0.124,1,-0.88
2023-12-27,2023-12-21,C,2312W4,355.0,KR4209C63551,코스피위클리 C 2312W4 355.0,0.64,0.34,0.89,0.15,15.1,256778,22814595000,14023,2023-12-28,1,350.05,352.46,348.93,352.46,16.55,3.5,352.5,2.5,0.64,0.268,0.084,-0.324,0.086,1,0.64,C,2312W4,360.0,KR4209C63601,코스피위클리 C 2312W4 360.0,0.07,0.06,0.17,0.01,16.3,78723,1123805000,17433,2023-12-28,1,350.05,352.46,348.93,352.46,16.55,3.5,352.5,7.5,0.07,-0.084,-0.042,0.19,-0.046,1,-0.14
2023-12-28,2023-12-21,C,2312W4,355.0,KR4209C63551,코스피위클리 C 2312W4 355.0,2.88,0.4,2.89,0.2,20.0,343692,67611955000,0,2023-12-28,0,352.75,357.99,352.01,357.99,17.78,3.5,357.5,-2.5,2.990000000000009,1.0,0.0,-0.001,0.0,1,2.990000000000009,C,2312W4,360.0,KR4209C63601,코스피위클리 C 2312W4 360.0,0.02,0.01,0.08,0.01,8.1,216973,1219032500,0,2023-12-28,0,352.75,357.99,352.01,357.99,17.78,3.5,357.5,2.5,0.0,-0.0,-0.0,-0.0,-0.0,1,-0.0
2023-12-28,2023-12-28,C,2401W1,365.0,KR4209C73659,코스피위클리 C 2401W1 365.0,1.3,0.27,1.3,0.25,17.5,1853,323630000,425,2024-01-04,7,352.75,357.99,352.01,357.99,17.78,3.5,357.5,7.5,1.3,0.24,0.034,-0.18,0.165,1,1.3,C,2401W1,370.0,KR4209C73709,코스피위클리 C 2401W1 370.0,0.39,0.09,0.46,0.09,16.5,1707,87772500,718,2024-01-04,7,352.75,357.99,352.01,357.99,17.78,3.5,357.5,12.5,0.39,-0.192,-0.038,0.186,-0.18,1,-0.78
