,n,win,totalret,maxret,mdd
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_0.25_-0.25",113.0,31.0,-47.999244866719174,2.0699999999999945,-71.52463746944424
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_0.25_-0.5",113.0,33.0,-61.009244866719165,0.7599999999999945,-80.21463746944428
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_0.25_-0.8",113.0,35.0,-68.06924486671919,0.0,-92.55463746944433
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_0.5_-0.25",113.0,27.0,-53.2392448667192,2.889999999999995,-73.19463746944427
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_0.5_-0.5",113.0,28.0,-68.02924486671915,1.5799999999999947,-84.97463746944432
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_0.5_-0.8",113.0,30.0,-75.84924486671922,0.0,-97.25463746944432
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_1_-0.25",113.0,21.0,-70.40924486671916,0.0,-84.23463746944425
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_1_-0.5",113.0,22.0,-85.1992448667192,0.0,-100.43463746944425
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_1_-0.8",113.0,24.0,-95.49924486671922,0.0,-114.03463746944423
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_2_-0.25",113.0,16.0,-86.39924486671916,7.3399999999999945,-109.6646374694442
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_2_-0.5",113.0,18.0,-97.17924486671917,6.029999999999994,-120.54463746944421
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_2_-0.8",113.0,20.0,-110.12924486671923,3.2099999999999955,-133.97463746944425
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_4_-0.25",113.0,16.0,-63.60924486671912,7.3399999999999945,-92.39463746944419
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_4_-0.5",113.0,18.0,-74.38924486671917,6.029999999999994,-103.2746374694442
"entry1_{'P': [('delta', -0.4, 1)]}_[2, 9]_exit1_4_-0.8",113.0,20.0,-87.3392448667192,3.2099999999999955,-116.7046374694442
