,n,win,totalret,maxret,mdd
"entry4_{'C': [('delta', 0.2, -1), ('delta', 0.1, 1)]}_[2, 9]_exit1_0.8_-1",29.0,13.0,-3.551324161271399,0.15000000000000002,-8.092790897359459
"entry4_{'C': [('delta', 0.2, -1), ('delta', 0.1, 1)]}_[2, 9]_exit1_0.8_-2",29.0,13.0,-4.391324161271398,0.15000000000000002,-8.93279089735946
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.25_-0.25",14.0,5.0,-9.190000000000001,0.0,-10.77
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.25_-0.5",14.0,5.0,-9.190000000000001,0.0,-10.77
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.25_-1",14.0,5.0,-5.210000000000002,0.0,-8.88
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.25_-2",14.0,5.0,-5.210000000000002,0.0,-8.88
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.5_-0.25",14.0,5.0,-8.710000000000003,0.0,-10.290000000000001
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.5_-0.5",14.0,5.0,-8.710000000000003,0.0,-10.290000000000001
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.5_-1",14.0,5.0,-4.730000000000002,0.0,-8.400000000000002
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.5_-2",14.0,5.0,-4.730000000000002,0.0,-8.400000000000002
