,n,win,totalret,maxret,mdd
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_1_-0.25",68.0,25.0,-8.620000000000033,0.39,-14.520000000000053
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_1_-0.5",68.0,25.0,-10.060000000000038,0.39,-15.650000000000048
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_1_-1",68.0,26.0,-13.350000000000048,0.39,-16.54000000000005
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_1_-2",68.0,27.0,-11.670000000000048,0.39,-14.86000000000005
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_1_-3",68.0,27.0,-11.670000000000048,0.39,-14.86000000000005
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_2_-0.25",68.0,23.0,-9.600000000000048,0.39,-17.640000000000057
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_2_-0.5",68.0,23.0,-11.040000000000049,0.39,-18.770000000000053
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_2_-1",68.0,24.0,-16.73000000000006,0.39,-20.870000000000054
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_2_-2",68.0,25.0,-15.140000000000057,0.39,-19.280000000000058
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_2_-3",68.0,25.0,-15.140000000000057,0.39,-19.280000000000058
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_4_-0.25",68.0,23.0,-7.170000000000047,0.39,-17.640000000000057
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_4_-0.5",68.0,23.0,-8.61000000000005,0.39,-18.770000000000053
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_4_-1",68.0,24.0,-14.300000000000061,0.39,-20.870000000000054
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_4_-2",68.0,25.0,-12.710000000000058,0.39,-19.280000000000058
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_4_-3",68.0,25.0,-12.710000000000058,0.39,-19.280000000000058
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_999_-0.25",68.0,23.0,-7.170000000000047,0.39,-17.640000000000057
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_999_-0.5",68.0,23.0,-8.61000000000005,0.39,-18.770000000000053
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_999_-1",68.0,24.0,-14.300000000000061,0.39,-20.870000000000054
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_999_-2",68.0,25.0,-12.710000000000058,0.39,-19.280000000000058
"entry2_{'P': [('delta', -0.4, 1), ('delta', -0.2, -2)]}_[2, 9]_exit1_999_-3",68.0,25.0,-12.710000000000058,0.39,-19.280000000000058
"entry2_{'P': [('delta', -0.3, 1), ('delta', -0.15, -2)]}_[2, 9]_exit1_0.25_-0.25",68.0,32.0,0.10999999999999766,3.6300000000000034,-3.520000000000006
