,n,win,totalret,maxret,mdd
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.8_-0.25",14.0,5.0,-8.220000000000002,0.0,-9.8
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.8_-0.5",14.0,5.0,-8.220000000000002,0.0,-9.8
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.8_-1",14.0,5.0,-4.240000000000002,0.0,-7.910000000000002
"entry5_{'C': [('delta', 0.4, -1)]}_[2, 9]_exit1_0.8_-2",14.0,5.0,-4.240000000000002,0.0,-7.910000000000002
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.25_-0.25",14.0,5.0,-5.98,0.0,-6.640000000000001
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.25_-0.5",14.0,5.0,-5.98,0.0,-6.640000000000001
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.25_-1",14.0,6.0,-4.330000000000001,0.0,-4.99
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.25_-2",14.0,7.0,-2.750000000000001,0.0,-4.99
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.5_-0.25",14.0,5.0,-5.16,0.0,-5.82
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.5_-0.5",14.0,5.0,-5.16,0.0,-5.82
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.5_-1",14.0,6.0,-3.51,0.14999999999999958,-4.32
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.5_-2",14.0,7.0,-1.9300000000000002,0.14999999999999958,-4.32
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.8_-0.25",14.0,5.0,-4.630000000000001,0.0,-5.29
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.8_-0.5",14.0,5.0,-4.630000000000001,0.0,-5.29
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.8_-1",14.0,6.0,-2.9800000000000004,0.6799999999999997,-4.32
"entry5_{'C': [('delta', 0.2, -1)]}_[2, 9]_exit1_0.8_-2",14.0,7.0,-1.4000000000000004,0.6799999999999997,-4.32
"entry5_{'C': [('delta', 0.3, -1), ('delta', 0.15, 1)]}_[2, 9]_exit1_0.25_-0.25",14.0,5.0,-3.7500000000000004,0.0,-4.32
