,n,win,totalret,maxret,mdd
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-0.25",82.0,40.0,-24.339999999999993,1.08,-39.410000000000004
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-0.5",82.0,43.0,-17.699999999999992,1.08,-35.27000000000001
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-1",82.0,48.0,-14.559999999999976,6.429999999999989,-33.919999999999995
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-2",82.0,51.0,-32.81,7.40999999999999,-57.25999999999996
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-0.25",82.0,40.0,-19.95999999999999,1.08,-37.21
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-0.5",82.0,43.0,-13.319999999999995,1.08,-33.07000000000001
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-1",82.0,48.0,-10.179999999999987,6.429999999999989,-31.71999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-2",82.0,51.0,-28.43000000000001,7.40999999999999,-55.05999999999996
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-0.25",82.0,37.0,-22.37999999999998,1.08,-37.150000000000006
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-0.5",82.0,40.0,-15.739999999999982,1.1499999999999992,-33.080000000000005
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-1",82.0,45.0,-12.599999999999975,6.59999999999999,-31.82999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-2",82.0,48.0,-30.849999999999998,7.57999999999999,-55.16999999999996
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.25_-0.25",82.0,41.0,-22.949999999999992,1.08,-38.02
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.25_-0.5",82.0,42.0,-20.67999999999999,1.08,-35.95000000000001
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.25_-1",82.0,46.0,-18.309999999999985,6.429999999999989,-35.36999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.25_-2",82.0,49.0,-23.370000000000008,7.40999999999999,-45.52
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.5_-0.25",82.0,41.0,-18.56999999999999,1.08,-35.82
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.5_-0.5",82.0,42.0,-16.299999999999994,1.08,-33.75000000000001
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.5_-1",82.0,46.0,-13.92999999999998,6.429999999999989,-33.16999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.5_-2",82.0,49.0,-18.99,7.40999999999999,-43.32
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-0.25",82.0,38.0,-20.98999999999998,1.08,-35.760000000000005
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-0.5",82.0,39.0,-18.719999999999978,1.1499999999999992,-33.760000000000005
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-1",82.0,43.0,-16.349999999999966,6.59999999999999,-33.27999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-2",82.0,46.0,-21.40999999999999,7.57999999999999,-43.43
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-0.25",82.0,34.0,-15.679999999999998,0.0,-25.560000000000006
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-0.5",82.0,35.0,-13.199999999999989,1.3599999999999992,-24.44
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-1",82.0,36.0,-17.07999999999998,0.5600000000000003,-23.959999999999987
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-2",82.0,37.0,-27.939999999999994,1.9399999999999993,-36.199999999999996
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-0.25",82.0,34.0,-11.56999999999999,0.0,-23.360000000000003
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-0.5",82.0,35.0,-9.089999999999996,1.3599999999999992,-22.240000000000006
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-1",82.0,36.0,-12.969999999999985,0.5600000000000003,-21.75999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-2",82.0,37.0,-23.829999999999995,1.9399999999999993,-33.99999999999999
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-0.25",82.0,33.0,-11.70999999999999,0.0,-22.709999999999997
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-0.5",82.0,34.0,-9.229999999999983,2.119999999999999,-22.35
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-1",82.0,35.0,-13.109999999999975,1.32,-21.869999999999987
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-2",82.0,36.0,-23.969999999999978,2.7,-34.109999999999985
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-0.25",82.0,38.0,-18.84,0.0,-33.07000000000001
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-0.5",82.0,39.0,-16.819999999999997,0.18999999999999972,-31.440000000000005
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-1",82.0,41.0,-17.059999999999985,3.729999999999989,-30.959999999999983
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-2",82.0,44.0,-21.720000000000002,5.109999999999988,-41.11
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-0.25",82.0,38.0,-14.730000000000002,0.0,-30.870000000000008
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-0.5",82.0,39.0,-12.709999999999985,0.18999999999999972,-29.240000000000002
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-1",82.0,41.0,-12.949999999999987,3.729999999999989,-28.75999999999998
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-2",82.0,44.0,-17.610000000000003,5.109999999999988,-38.91
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-0.25",82.0,36.0,-16.559999999999988,0.0,-30.22000000000001
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-0.5",82.0,37.0,-14.539999999999969,0.9499999999999995,-29.35
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-1",82.0,39.0,-14.779999999999989,4.489999999999989,-28.869999999999987
"call_entry1_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-2",82.0,42.0,-19.439999999999976,5.869999999999989,-39.02
"call_entry1_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.25_-0.25",82.0,46.0,-12.31105908575297,0.5499999999999999,-25.200000000000006
