,n,win,totalret,maxret,mdd
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-0.25",16.0,3.0,-20.4951845169466,0.5599999999999999,-26.580000000000002
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-0.5",16.0,4.0,-19.1051845169466,0.5599999999999999,-25.19
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-1",16.0,4.0,-19.7851845169466,0.6099999999999999,-25.92
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit2_0.8_-2",16.0,4.0,-20.6651845169466,1.0999999999999996,-27.29
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-0.25",16.0,4.0,-19.3051845169466,0.5599999999999999,-24.85
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-0.5",16.0,5.0,-17.9151845169466,1.44,-24.340000000000003
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-1",16.0,6.0,-17.0551845169466,2.34,-24.380000000000003
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.25_-2",16.0,6.0,-18.4251845169466,2.34,-25.750000000000004
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-0.25",16.0,3.0,-20.4951845169466,0.5599999999999999,-26.580000000000002
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-0.5",16.0,4.0,-19.1051845169466,0.5599999999999999,-25.19
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-1",16.0,5.0,-18.2451845169466,0.6099999999999999,-24.380000000000003
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.5_-2",16.0,5.0,-19.1251845169466,1.0999999999999996,-25.75
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-0.25",16.0,3.0,-20.4951845169466,0.5599999999999999,-26.580000000000002
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-0.5",16.0,4.0,-19.1051845169466,0.5599999999999999,-25.19
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-1",16.0,4.0,-19.7851845169466,0.6099999999999999,-25.92
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit3_0.8_-2",16.0,4.0,-20.6651845169466,1.0999999999999996,-27.29
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-0.25",16.0,4.0,-19.3051845169466,0.5599999999999999,-24.85
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-0.5",16.0,5.0,-17.9151845169466,1.44,-24.340000000000003
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-1",16.0,6.0,-17.0551845169466,2.34,-24.380000000000003
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.25_-2",16.0,6.0,-18.4251845169466,2.34,-25.750000000000004
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-0.25",16.0,3.0,-20.4951845169466,0.5599999999999999,-26.580000000000002
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-0.5",16.0,4.0,-19.1051845169466,0.5599999999999999,-25.19
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-1",16.0,5.0,-18.2451845169466,0.6099999999999999,-24.380000000000003
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.5_-2",16.0,5.0,-19.1251845169466,1.0999999999999996,-25.75
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-0.25",16.0,3.0,-20.4951845169466,0.5599999999999999,-26.580000000000002
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-0.5",16.0,4.0,-19.1051845169466,0.5599999999999999,-25.19
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-1",16.0,4.0,-19.7851845169466,0.6099999999999999,-25.92
"call_entry6_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit4_0.8_-2",16.0,4.0,-20.6651845169466,1.0999999999999996,-27.29
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.25_-0.25",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.25_-0.5",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.25_-1",16.0,6.0,-11.495855851783299,1.0699999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.25_-2",16.0,7.0,-9.9158558517833,1.0699999999999998,-13.190000000000001
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.5_-0.25",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.5_-0.5",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.5_-1",16.0,6.0,-11.315855851783299,1.2499999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.5_-2",16.0,7.0,-9.735855851783299,1.2499999999999998,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.8_-0.25",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.8_-0.5",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.8_-1",16.0,5.0,-11.136158004100373,0.9199999999999999,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit1_0.8_-2",16.0,6.0,-9.556158004100373,0.9199999999999999,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.25_-0.25",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.25_-0.5",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.25_-1",16.0,6.0,-11.495855851783299,1.0699999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.25_-2",16.0,7.0,-9.9158558517833,1.0699999999999998,-13.190000000000001
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.5_-0.25",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.5_-0.5",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.5_-1",16.0,6.0,-11.315855851783299,1.2499999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.5_-2",16.0,7.0,-9.735855851783299,1.2499999999999998,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.8_-0.25",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.8_-0.5",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.8_-1",16.0,5.0,-11.136158004100373,0.9199999999999999,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit2_0.8_-2",16.0,6.0,-9.556158004100373,0.9199999999999999,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.25_-0.25",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.25_-0.5",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.25_-1",16.0,6.0,-11.495855851783299,1.0699999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.25_-2",16.0,7.0,-9.9158558517833,1.0699999999999998,-13.190000000000001
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.5_-0.25",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.5_-0.5",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.5_-1",16.0,6.0,-11.315855851783299,1.2499999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.5_-2",16.0,7.0,-9.735855851783299,1.2499999999999998,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.8_-0.25",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.8_-0.5",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.8_-1",16.0,5.0,-11.136158004100373,0.9199999999999999,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit3_0.8_-2",16.0,6.0,-9.556158004100373,0.9199999999999999,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.25_-0.25",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.25_-0.5",16.0,6.0,-10.2158558517833,1.0699999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.25_-1",16.0,6.0,-11.495855851783299,1.0699999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.25_-2",16.0,7.0,-9.9158558517833,1.0699999999999998,-13.190000000000001
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.5_-0.25",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.5_-0.5",16.0,6.0,-10.0358558517833,1.2499999999999998,-13.49
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.5_-1",16.0,6.0,-11.315855851783299,1.2499999999999998,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.5_-2",16.0,7.0,-9.735855851783299,1.2499999999999998,-13.19
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.8_-0.25",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.8_-0.5",16.0,5.0,-10.256158004100373,0.5199999999999998,-13.489999999999998
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.8_-1",16.0,5.0,-11.136158004100373,0.9199999999999999,-14.77
"call_entry6_{'C': [('delta', 0.2, -1)]}_[2, 9]_put_exit4_0.8_-2",16.0,6.0,-9.556158004100373,0.9199999999999999,-13.19
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-0.25",107.0,54.0,-13.014175649313788,4.969999999999999,-28.150000000000006
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-0.5",107.0,55.0,-22.36908557748743,5.739999999999998,-32.182786857730775
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-1",107.0,58.0,-24.419085577487433,4.6599999999999975,-33.152786857730774
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.25_-2",107.0,59.0,-28.982684165878705,4.6599999999999975,-37.71638544612206
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-0.25",107.0,54.0,-3.374175649313786,8.049999999999997,-27.020000000000003
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-0.5",107.0,55.0,-12.729085577487428,8.819999999999997,-27.020000000000003
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-1",107.0,58.0,-14.929085577487434,6.969999999999997,-28.510000000000005
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.5_-2",107.0,59.0,-19.49268416587871,6.969999999999997,-32.18
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-0.25",107.0,52.0,-4.894175649313788,11.329999999999998,-34.830000000000005
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-0.5",107.0,53.0,-14.249085577487431,12.099999999999998,-34.83
"call_entry7_{'C': [('delta', 0.4, -1)]}_[2, 9]_put_exit1_0.8_-1",107.0,55.0,-17.989085577487433,7.349999999999998,-34.959999999999994
